"RECCO","HNO_FR","REFER1","HA22_G","POWER","POOR_LOCAL","HR_DEL","X_HR","Z_MAD","P80","GATE_REASON","N_G_IN_ROUND","N_ROUND"
"5079","7",10,"2",5.9,0,0,7.4,0.129709761437807,10.55,"",5,29
"4132","1",16,"2",8.7,0,0,1.4,-0.95797238302473,9.75,"",5,29
"1385","3",26,"2",11.3,1,1,12.9,2.15342003942986,11,"P80",5,29
"2806","3",7,"2",-3.1,0,0,0.1,-1.01483013352442,11,"",5,29
"2044","5",16,"2",-9.3,0,0,-3,-2.5114017640086,8.18,"",5,29
"2178","1",16,"2",1.5,0,0,1.4,-0.95797238302473,9.75,"",5,29
"222","3",21,"2",6.3,0,0,1.55,-0.655926793619441,11,"",5,29
"2410","1",16,"2",-3.7,0,0,1.4,-0.95797238302473,9.75,"",5,29
"6113","2",1,"2",-1.2,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"4538","2",1,"2",-4.9,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"3608","8",6,"2",0.3,1,1,5,0.355640582269478,4.94,"P80",5,29
"19","5",23,"2",14.7,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"1015","3",25,"2",18.3,1,1,11.7,1.8563965857154,11,"P80",5,29
"4573","8",3,"2",11,1,1,8.2,1.14050255693315,4.94,"P80",5,29
"845","5",29,"2",-8.7,0,0,-4.9,-3.05673471847904,8.18,"",5,29
"2965","5",16,"2",-12.8,0,0,-3,-2.5114017640086,8.18,"",5,29
"946","1",17,"2",0.5,0,0,3.3,-0.586513703892692,9.75,"",5,29
"6047","3",1,"2",6.9,0,0,4.1,-0.0247519544762052,11,"",5,29
"2592","5",14,"2",0.6,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"4773","7",4,"2",6.3,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"2968","5",6,"2",4.8,0,0,5.8,0.0143508672229062,8.18,"",5,29
"2999","3",21,"2",-5.3,0,0,1.55,-0.655926793619441,11,"",5,29
"861","7",19,"2",2.3,0,0,5.95,-0.246448546731833,10.55,"",5,29
"731","1",17,"2",3.3,0,0,3.3,-0.586513703892692,9.75,"",5,29
"770","7",22,"2",1,0,0,3.5,-0.882026377777086,10.55,"",5,29
"4928","5",6,"2",11.2,0,0,5.8,0.0143508672229062,8.18,"",5,29
"3658","4",5,"2",6.4,0,0,11.35,0.875269404158,11.35,"",5,29
"6557","7",13,"2",7.4,0,0,4.75,-0.557751974182569,10.55,"",5,29
"273","7",19,"2",2.6,0,0,5.95,-0.246448546731833,10.55,"",5,29
"769","3",21,"2",1.7,0,0,1.55,-0.655926793619441,11,"",5,29
"1220","5",28,"2",-9.1,0,0,1.4,-1.24852544839285,8.18,"",5,29
"616","5",28,"2",0.6,0,0,1.4,-1.24852544839285,8.18,"",5,29
"5099","5",1,"2",2.8,0,0,5.25,-0.143508672229063,8.18,"",5,29
"6574","2",5,"2",7.4,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"5028","8",4,"2",1.7,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"4655","5",6,"2",7.8,0,0,5.8,0.0143508672229062,8.18,"",5,29
"1170","5",16,"2",-1.5,0,0,-3,-2.5114017640086,8.18,"",5,29
"490","3",22,"2",-0.8,0,0,2.75,-0.358903339904977,11,"",5,29
"1116","5",18,"2",-2.6,0,0,3.05,-0.774946830036939,8.18,"",5,29
"649","7",19,"2",-1,0,0,5.95,-0.246448546731833,10.55,"",5,29
"866","1",17,"2",4.2,0,0,3.3,-0.586513703892692,9.75,"",5,29
"949","3",21,"2",-1.5,0,0,1.55,-0.655926793619441,11,"",5,29
"948","7",18,"2",-3.6,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"4571","8",2,"2",8.1,0,0,4.9,0.331113645561238,4.94,"",5,29
"1053","7",19,"2",8.6,0,0,5.95,-0.246448546731833,10.55,"",5,29
"1108","5",16,"2",0.6,0,0,-3,-2.5114017640086,8.18,"",5,29
"4989","5",15,"2",-4.3,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2298","5",9,"2",8,0,0,8.1,0.674490759476595,8.18,"",5,29
"5934","5",1,"2",-9.1,0,0,5.25,-0.143508672229063,8.18,"",5,29
"1919","7",18,"2",-4.4,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"1657","6",12,"2",9.8,0,0,9.8,0.835083797447213,11.3,"",5,29
"1032","5",24,"2",13,0,0,5.5,-0.0717543361145314,8.18,"",5,29
"188","7",13,"2",-0.2,0,0,4.75,-0.557751974182569,10.55,"",5,29
"4097","1",9,"2",2.1,0,0,6.3,0,9.75,"",5,29
"109","3",23,"2",-0.3,0,0,1.5,-0.668302770857544,11,"",5,29
"5965","3",9,"2",-5.4,0,0,1.8,-0.594046907428928,11,"",5,29
"718","7",11,"2",-0.8,0,0,0.9,-1.55651713725368,10.55,"",5,29
"3046","7",5,"2",4.5,0,0,4.6,-0.596664902613911,10.55,"",5,29
"2600","3",9,"2",-5.6,0,0,1.8,-0.594046907428928,11,"",5,29
"341","7",19,"2",18.4,0,0,5.95,-0.246448546731833,10.55,"",5,29
"3295","5",19,"2",13.8,0,0,5.75,0,8.18,"",5,29
"4613","1",9,"2",6.3,0,0,6.3,0,9.75,"",5,29
"897","5",22,"2",7.1,0,0,3.6,-0.61708729058497,8.18,"",5,29
"6531","5",25,"2",8.2,1,1,8.3,0.731894228368221,8.18,"P80",5,29
"5973","1",9,"2",7.1,0,0,6.3,0,9.75,"",5,29
"5230","1",9,"2",8.7,0,0,6.3,0,9.75,"",5,29
"6405","7",5,"2",-2.9,0,0,4.6,-0.596664902613911,10.55,"",5,29
"4369","5",9,"2",12.9,0,0,8.1,0.674490759476595,8.18,"",5,29
"2894","5",8,"2",0.8,0,0,6.45,0.200912141120688,8.18,"",5,29
"2504","7",8,"2",11.3,0,0,7.55,0.168622689869149,10.55,"",5,29
"502","5",26,"2",-0.2,0,0,2.55,-0.918455502266002,8.18,"",5,29
"2659","5",9,"2",2.9,0,0,8.1,0.674490759476595,8.18,"",5,29
"705","7",13,"2",5.5,0,0,4.75,-0.557751974182569,10.55,"",5,29
"5122","8",6,"2",8.3,1,1,5,0.355640582269478,4.94,"P80",5,29
"1257","5",26,"2",10,0,0,2.55,-0.918455502266002,8.18,"",5,29
"5534","6",3,"2",-4.4,0,0,2,-1.1691173164261,11.3,"",5,29
"5933","5",3,"2",2.4,0,0,3.7,-0.588385556139158,8.18,"",5,29
"3049","7",8,"2",4.7,0,0,7.55,0.168622689869149,10.55,"",5,29
"1051","6",14,"2",8.7,0,0,8.2,0.423965620242431,11.3,"",5,29
"1224","5",26,"2",8.3,0,0,2.55,-0.918455502266002,8.18,"",5,29
"3397","3",18,"2",5.3,0,0,5.6,0.346527362666875,11,"",5,29
"6635","7",3,"2",2.6,0,0,9.1,0.57072295032635,10.55,"",5,29
"221","7",14,"2",-11.8,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"3386","3",21,"2",3.9,0,0,1.55,-0.655926793619441,11,"",5,29
"231","7",20,"2",-0.3,0,0,6.55,-0.0907968330064649,10.55,"",5,29
"4072","7",5,"2",0.7,0,0,4.6,-0.596664902613911,10.55,"",5,29
"5340","4",6,"2",-0.9,0,0,0.6,-0.47371211479519,11.35,"",5,29
"5790","8",1,"2",-7.2,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"1806","2",5,"2",-2,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"6114","4",6,"2",-2.8,0,0,0.6,-0.47371211479519,11.35,"",5,29
"5760","5",3,"2",-0.5,0,0,3.7,-0.588385556139158,8.18,"",5,29
"3802","5",3,"2",6.4,0,0,3.7,-0.588385556139158,8.18,"",5,29
"5291","5",2,"2",-0.8,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2091","5",26,"2",9.9,0,0,2.55,-0.918455502266002,8.18,"",5,29
"2399","1",20,"2",7.5,1,1,14.2,1.54448608691742,9.75,"P80",5,29
"6328","8",2,"2",13.8,0,0,4.9,0.331113645561238,4.94,"",5,29
"5739","8",4,"2",0.7,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"162","5",27,"2",5.3,0,0,5.75,0,8.18,"",5,29
"5707","5",4,"2",7.8,0,0,7.1,0.38747341501847,8.18,"",5,29
"1384","7",15,"2",11.9,1,1,14.3,1.91970446927954,10.55,"P80",5,29
"2301","7",15,"2",18.3,1,1,14.3,1.91970446927954,10.55,"P80",5,29
"4787","8",2,"2",6.3,0,0,4.9,0.331113645561238,4.94,"",5,29
"621","1",20,"2",8.4,1,1,14.2,1.54448608691742,9.75,"P80",5,29
"4622","6",9,"2",8.3,0,0,4.9,-0.423965620242431,11.3,"",5,29
"3254","6",9,"2",5,0,0,4.9,-0.423965620242431,11.3,"",5,29
"792","7",14,"2",-6.9,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"4305","8",2,"2",3.6,0,0,4.9,0.331113645561238,4.94,"",5,29
"190","7",21,"2",9.4,0,0,5.3,-0.415071236600982,10.55,"",5,29
"5913","4",4,"2",17.5,1,1,17,1.58426899318921,11.35,"P80",5,29
"4098","3",18,"2",5.9,0,0,5.6,0.346527362666875,11,"",5,29
"5511","3",6,"2",2.6,0,0,4.3,0.0247519544762055,11,"",5,29
"224","5",22,"2",-8,0,0,3.6,-0.61708729058497,8.18,"",5,29
"93","7",17,"2",-0.4,0,0,1.65,-1.36195249509697,10.55,"",5,29
"1779","1",20,"2",7.6,1,1,14.2,1.54448608691742,9.75,"P80",5,29
"6128","7",6,"2",10,0,0,7.7,0.207535618300491,10.55,"",5,29
"2616","5",3,"2",-2.9,0,0,3.7,-0.588385556139158,8.18,"",5,29
"2732","7",7,"2",-1.9,0,0,8.95,0.531810021895008,10.55,"",5,29
"6641","5",3,"2",0.9,0,0,3.7,-0.588385556139158,8.18,"",5,29
"185","3",26,"2",1.6,1,1,12.9,2.15342003942986,11,"P80",5,29
"3051","4",2,"2",2.1,0,0,5.75,0.172544147773082,11.35,"",5,29
"340","3",26,"2",9.2,1,1,12.9,2.15342003942986,11,"P80",5,29
"488","5",19,"2",7,0,0,5.75,0,8.18,"",5,29
"4229","8",5,"2",1.7,0,0,0.8,-0.674490759476595,4.94,"",5,29
"6106","5",2,"2",-2.2,0,0,2.4,-0.961508103934721,8.18,"",5,29
"1050","5",22,"2",3.8,0,0,3.6,-0.61708729058497,8.18,"",5,29
"2813","5",13,"2",5,0,0,8.1,0.674490759476595,8.18,"",5,29
"5445","5",3,"2",2,0,0,3.7,-0.588385556139158,8.18,"",5,29
"4065","5",13,"2",11.3,0,0,8.1,0.674490759476595,8.18,"",5,29
"2396","6",7,"2",6.6,0,0,6.6,0.0128474430376494,11.3,"",5,29
"6329","3",1,"2",9,0,0,4.1,-0.0247519544762052,11,"",5,29
"2271","7",7,"2",5.1,0,0,8.95,0.531810021895008,10.55,"",5,29
"6488","6",5,"2",8.1,0,0,11.3,1.2205070885767,11.3,"",5,29
"4490","8",9,"2",9.7,0,0,4.1,0.134898151895319,4.94,"",5,29
"4572","3",1,"2",5.9,0,0,4.1,-0.0247519544762052,11,"",5,29
"5502","3",1,"2",-2.7,0,0,4.1,-0.0247519544762052,11,"",5,29
"5424","9",1,"2",12.5,0,0,10.9,NA,10.9,"",5,29
"6462","8",7,"2",1.6,0,0,3.55,0,4.94,"",5,29
"6524","5",28,"2",4.2,0,0,1.4,-1.24852544839285,8.18,"",5,29
"768","7",22,"2",-2.8,0,0,3.5,-0.882026377777086,10.55,"",5,29
"4654","6",2,"2",4.9,0,0,4.6,-0.501050278468328,11.3,"",5,29
"6470","6",2,"2",-3.3,0,0,4.6,-0.501050278468328,11.3,"",5,29
"5164","8",4,"2",-4.4,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"5331","3",4,"2",-9.1,0,0,0.55,-0.903446338381494,11,"",5,29
"4071","7",4,"2",9.7,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"4907","3",1,"2",4,0,0,4.1,-0.0247519544762052,11,"",5,29
"5786","7",1,"2",10.1,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"1104","5",19,"2",0.9,0,0,5.75,0,8.18,"",5,29
"2814","7",12,"2",10.4,1,1,13.3,1.66028494640393,10.55,"P80",5,29
"6110","4",3,"2",-9.5,0,0,3,-0.172544147773082,11.35,"",5,29
"3639","8",7,"2",9.4,0,0,3.55,0,4.94,"",5,29
"4131","2",5,"2",-5.7,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"1782","7",14,"2",-2.6,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"3284","3",1,"2",0.4,0,0,4.1,-0.0247519544762052,11,"",5,29
"5289","7",1,"2",10.2,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"3287","6",7,"2",4.8,0,0,6.6,0.0128474430376494,11.3,"",5,29
"23","7",18,"2",-2.5,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"2498","5",15,"2",-1.8,0,0,2.4,-0.961508103934721,8.18,"",5,29
"1684","2",5,"2",-9.5,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"6333","6",7,"2",16.9,0,0,6.6,0.0128474430376494,11.3,"",5,29
"4488","7",5,"2",-1.8,0,0,4.6,-0.596664902613911,10.55,"",5,29
"1039","5",19,"2",-2.4,0,0,5.75,0,8.18,"",5,29
"5698","7",5,"2",3.6,0,0,4.6,-0.596664902613911,10.55,"",5,29
"720","7",23,"2",1.6,0,0,6.9,0,10.55,"",5,29
"4777","5",17,"2",11.6,0,0,4.65,-0.315719078903938,8.18,"",5,29
"923","7",11,"2",-6.4,0,0,0.9,-1.55651713725368,10.55,"",5,29
"1192","2",5,"2",7,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"411","3",22,"2",5.2,0,0,2.75,-0.358903339904977,11,"",5,29
"3534","8",6,"2",2.4,1,1,5,0.355640582269478,4.94,"P80",5,29
"1188","5",20,"2",0.7,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1041","3",22,"2",-0.1,0,0,2.75,-0.358903339904977,11,"",5,29
"3532","3",4,"2",-2,0,0,0.55,-0.903446338381494,11,"",5,29
"1775","5",14,"2",4.3,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"2059","5",16,"2",-4.3,0,0,-3,-2.5114017640086,8.18,"",5,29
"611","7",22,"2",2.2,0,0,3.5,-0.882026377777086,10.55,"",5,29
"5509","5",14,"2",9.5,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"771","3",25,"2",3.4,1,1,11.7,1.8563965857154,11,"P80",5,29
"2468","3",9,"2",-4.5,0,0,1.8,-0.594046907428928,11,"",5,29
"4128","6",12,"2",14.1,0,0,9.8,0.835083797447213,11.3,"",5,29
"6356","3",8,"2",-2.4,0,0,1.55,-0.655926793619441,11,"",5,29
"6292","5",1,"2",8.2,0,0,5.25,-0.143508672229063,8.18,"",5,29
"576","5",26,"2",-6.4,0,0,2.55,-0.918455502266002,8.18,"",5,29
"2299","6",7,"2",-3,0,0,6.6,0.0128474430376494,11.3,"",5,29
"2008","5",18,"2",-2.8,0,0,3.05,-0.774946830036939,8.18,"",5,29
"5429","5",1,"2",10.4,0,0,5.25,-0.143508672229063,8.18,"",5,29
"5946","5",1,"2",1.6,0,0,5.25,-0.143508672229063,8.18,"",5,29
"2085","5",9,"2",5.2,0,0,8.1,0.674490759476595,8.18,"",5,29
"4917","8",7,"2",10.7,0,0,3.55,0,4.94,"",5,29
"1086","7",11,"2",-1.8,0,0,0.9,-1.55651713725368,10.55,"",5,29
"6178","3",6,"2",4.3,0,0,4.3,0.0247519544762055,11,"",5,29
"4026","5",16,"2",-7.9,0,0,-3,-2.5114017640086,8.18,"",5,29
"941","5",26,"2",4.6,0,0,2.55,-0.918455502266002,8.18,"",5,29
"1342","7",17,"2",-1.5,0,0,1.65,-1.36195249509697,10.55,"",5,29
"3444","7",3,"2",-4.1,0,0,9.1,0.57072295032635,10.55,"",5,29
"1484","6",10,"2",4.2,0,0,4.55,-0.513897721505977,11.3,"",5,29
"4671","7",5,"2",-2.8,0,0,4.6,-0.596664902613911,10.55,"",5,29
"2543","3",22,"2",-4,0,0,2.75,-0.358903339904977,11,"",5,29
"1044","3",20,"2",4.3,0,0,2.55,-0.408407248857388,11,"",5,29
"4648","6",4,"2",13.2,1,1,16,2.42816673411574,11.3,"P80",5,29
"867","7",20,"2",12.1,0,0,6.55,-0.0907968330064649,10.55,"",5,29
"4431","5",13,"2",3.8,0,0,8.1,0.674490759476595,8.18,"",5,29
"795","6",14,"2",10.2,0,0,8.2,0.423965620242431,11.3,"",5,29
"6111","3",2,"2",8.9,0,0,9.95,1.42323738238181,11,"",5,29
"430","7",24,"2",0.2,0,0,4,-0.752316616339279,10.55,"",5,29
"2593","6",14,"2",3,0,0,8.2,0.423965620242431,11.3,"",5,29
"6287","6",7,"2",5.2,0,0,6.6,0.0128474430376494,11.3,"",5,29
"6115","5",6,"2",7.4,0,0,5.8,0.0143508672229062,8.18,"",5,29
"385","7",17,"2",-1.4,0,0,1.65,-1.36195249509697,10.55,"",5,29
"3533","8",1,"2",-11.6,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"6187","8",8,"2",-4.9,0,0,-3.85,-1.81499331640975,4.94,"",5,29
"2087","5",22,"2",7.1,0,0,3.6,-0.61708729058497,8.18,"",5,29
"6322","3",5,"2",10.8,0,0,8.1,0.965326224572008,11,"",5,29
"85","7",21,"2",5.4,0,0,5.3,-0.415071236600982,10.55,"",5,29
"3721","8",3,"2",-1.6,1,1,8.2,1.14050255693315,4.94,"P80",5,29
"4032","7",1,"2",7.1,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"3255","5",15,"2",-1.9,0,0,2.4,-0.961508103934721,8.18,"",5,29
"1483","5",15,"2",-5.5,0,0,2.4,-0.961508103934721,8.18,"",5,29
"1990","3",17,"2",0.6,0,0,4.5,0.0742558634286162,11,"",5,29
"5422","5",3,"2",9.5,0,0,3.7,-0.588385556139158,8.18,"",5,29
"1436","7",21,"2",3.5,0,0,5.3,-0.415071236600982,10.55,"",5,29
"5664","4",5,"2",7.8,0,0,11.35,0.875269404158,11.35,"",5,29
"45","7",17,"2",-3.6,0,0,1.65,-1.36195249509697,10.55,"",5,29
"189","3",20,"2",-2.1,0,0,2.55,-0.408407248857388,11,"",5,29
"183","5",24,"2",0.6,0,0,5.5,-0.0717543361145314,8.18,"",5,29
"2270","3",14,"2",1,0,0,1.6,-0.643550816381338,11,"",5,29
"94","5",21,"2",0.9,0,0,7.2,0.416175149464282,8.18,"",5,29
"5200","4",2,"2",9.4,0,0,5.75,0.172544147773082,11.35,"",5,29
"939","7",17,"2",-0.7,0,0,1.65,-1.36195249509697,10.55,"",5,29
"2467","6",17,"2",5.6,0,0,7.8,0.321186075941236,11.3,"",5,29
"149","3",21,"2",-3.7,0,0,1.55,-0.655926793619441,11,"",5,29
"4832","7",5,"2",7.1,0,0,4.6,-0.596664902613911,10.55,"",5,29
"6605","5",9,"2",12.7,0,0,8.1,0.674490759476595,8.18,"",5,29
"717","3",18,"2",0.5,0,0,5.6,0.346527362666875,11,"",5,29
"4774","7",5,"2",-2.7,0,0,4.6,-0.596664902613911,10.55,"",5,29
"5909","6",1,"2",-4.6,0,0,2.5,-1.0406428860496,11.3,"",5,29
"5704","6",5,"2",14.5,0,0,11.3,1.2205070885767,11.3,"",5,29
"3048","7",7,"2",9.8,0,0,8.95,0.531810021895008,10.55,"",5,29
"4039","3",7,"2",-2,0,0,0.1,-1.01483013352442,11,"",5,29
"4640","8",4,"2",3,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"1042","3",16,"2",2.4,0,0,4.95,0.18563965857154,11,"",5,29
"5339","6",9,"2",4.9,0,0,4.9,-0.423965620242431,11.3,"",5,29
"5338","6",11,"2",11.8,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"301","7",13,"2",-5.9,0,0,4.75,-0.557751974182569,10.55,"",5,29
"3453","3",4,"2",5,0,0,0.55,-0.903446338381494,11,"",5,29
"3655","5",15,"2",-5.4,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2804","7",10,"2",8.8,0,0,7.4,0.129709761437807,10.55,"",5,29
"433","3",23,"2",-3.4,0,0,1.5,-0.668302770857544,11,"",5,29
"5971","4",1,"2",1.1,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"1230","3",19,"2",-7.3,0,0,1.6,-0.643550816381338,11,"",5,29
"2546","3",18,"2",6.1,0,0,5.6,0.346527362666875,11,"",5,29
"3010","4",2,"2",-0.3,0,0,5.75,0.172544147773082,11.35,"",5,29
"158","7",17,"2",-1,0,0,1.65,-1.36195249509697,10.55,"",5,29
"4489","7",4,"2",7.2,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"4786","3",17,"2",-0.9,0,0,4.5,0.0742558634286162,11,"",5,29
"6105","7",1,"2",8.8,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"450","5",22,"2",-8.8,0,0,3.6,-0.61708729058497,8.18,"",5,29
"6093","8",3,"2",10.2,1,1,8.2,1.14050255693315,4.94,"P80",5,29
"5905","7",4,"2",-2.8,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"5214","7",4,"2",8.6,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"6171","7",3,"2",2.7,0,0,9.1,0.57072295032635,10.55,"",5,29
"5912","4",1,"2",-8.5,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"264","5",26,"2",3.3,0,0,2.55,-0.918455502266002,8.18,"",5,29
"4541","8",8,"2",6.3,0,0,-3.85,-1.81499331640975,4.94,"",5,29
"4540","8",1,"2",-3.7,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"863","7",22,"2",-2.5,0,0,3.5,-0.882026377777086,10.55,"",5,29
"5967","9",1,"2",6.7,0,0,10.9,NA,10.9,"",5,29
"181","7",21,"2",2.1,0,0,5.3,-0.415071236600982,10.55,"",5,29
"5898","8",9,"2",0.9,0,0,4.1,0.134898151895319,4.94,"",5,29
"1081","2",4,"2",-11.1,0,0,0.3,-0.873379060347899,3.88,"",5,29
"6485","7",5,"2",-5.8,0,0,4.6,-0.596664902613911,10.55,"",5,29
"620","5",21,"2",6.3,0,0,7.2,0.416175149464282,8.18,"",5,29
"2611","7",13,"2",2.3,0,0,4.75,-0.557751974182569,10.55,"",5,29
"2101","6",13,"2",5.3,0,0,3.3,-0.835083797447213,11.3,"",5,29
"6487","4",5,"2",15.6,0,0,11.35,0.875269404158,11.35,"",5,29
"6044","6",7,"2",6.5,0,0,6.6,0.0128474430376494,11.3,"",5,29
"5699","6",1,"2",1.9,0,0,2.5,-1.0406428860496,11.3,"",5,29
"613","5",26,"2",-7.7,0,0,2.55,-0.918455502266002,8.18,"",5,29
"3050","4",1,"2",-5.8,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"3609","8",5,"2",-8.3,0,0,0.8,-0.674490759476595,4.94,"",5,29
"6242","2",2,"2",-1.3,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"4141","5",1,"2",-1.1,0,0,5.25,-0.143508672229063,8.18,"",5,29
"4649","6",4,"2",28.7,1,1,16,2.42816673411574,11.3,"P80",5,29
"5189","5",4,"2",3.2,0,0,7.1,0.38747341501847,8.18,"",5,29
"3657","5",15,"2",-5.6,0,0,2.4,-0.961508103934721,8.18,"",5,29
"5535","6",3,"2",1,0,0,2,-1.1691173164261,11.3,"",5,29
"5974","8",8,"2",-5.8,0,0,-3.85,-1.81499331640975,4.94,"",5,29
"262","5",28,"2",-2.8,0,0,1.4,-1.24852544839285,8.18,"",5,29
"65","5",28,"2",-2.2,0,0,1.4,-1.24852544839285,8.18,"",5,29
"3635","5",3,"2",5.7,0,0,3.7,-0.588385556139158,8.18,"",5,29
"5123","8",4,"2",0.8,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"5539","5",14,"2",18.1,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"452","7",21,"2",4.5,0,0,5.3,-0.415071236600982,10.55,"",5,29
"6539","7",16,"2",4.9,0,0,9.5,0.674490759476595,10.55,"",5,29
"2609","6",6,"2",13.7,1,1,13.4,1.76009969615797,11.3,"P80",5,29
"1776","6",11,"2",6.8,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"451","5",23,"2",4.4,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"5290","6",1,"2",-0.5,0,0,2.5,-1.0406428860496,11.3,"",5,29
"4972","2",3,"2",3.5,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"6167","6",6,"2",12.9,1,1,13.4,1.76009969615797,11.3,"P80",5,29
"5506","6",2,"2",-2.8,0,0,4.6,-0.501050278468328,11.3,"",5,29
"2089","8",3,"2",3.7,1,1,8.2,1.14050255693315,4.94,"P80",5,29
"777","5",27,"2",8.9,0,0,5.75,0,8.18,"",5,29
"5516","7",6,"2",4.3,0,0,7.7,0.207535618300491,10.55,"",5,29
"1660","6",13,"2",0.1,0,0,3.3,-0.835083797447213,11.3,"",5,29
"5932","4",4,"2",17.7,1,1,17,1.58426899318921,11.35,"P80",5,29
"6648","7",1,"2",13.2,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"4618","5",11,"2",4.7,1,1,9.4,1.04761330727216,8.18,"P80",5,29
"3183","7",5,"2",0.2,0,0,4.6,-0.596664902613911,10.55,"",5,29
"4916","8",5,"2",-4.1,0,0,0.8,-0.674490759476595,4.94,"",5,29
"4390","8",5,"2",2.9,0,0,0.8,-0.674490759476595,4.94,"",5,29
"5101","8",9,"2",0.9,0,0,4.1,0.134898151895319,4.94,"",5,29
"6244","7",3,"2",8.4,0,0,9.1,0.57072295032635,10.55,"",5,29
"5231","6",4,"2",15.6,1,1,16,2.42816673411574,11.3,"P80",5,29
"3288","5",16,"2",-3.4,0,0,-3,-2.5114017640086,8.18,"",5,29
"6188","8",9,"2",8.1,0,0,4.1,0.134898151895319,4.94,"",5,29
"1383","5",15,"2",-0.1,0,0,2.4,-0.961508103934721,8.18,"",5,29
"4185","8",2,"2",7.3,0,0,4.9,0.331113645561238,4.94,"",5,29
"4672","4",5,"2",8.9,0,0,11.35,0.875269404158,11.35,"",5,29
"6471","5",3,"2",-1.3,0,0,3.7,-0.588385556139158,8.18,"",5,29
"5789","6",4,"2",21.7,1,1,16,2.42816673411574,11.3,"P80",5,29
"5741","8",5,"2",-0.4,0,0,0.8,-0.674490759476595,4.94,"",5,29
"5191","7",4,"2",8,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"2496","7",10,"2",6.5,0,0,7.4,0.129709761437807,10.55,"",5,29
"1234","5",20,"2",3.2,0,0,3.45,-0.660139892253689,8.18,"",5,29
"5763","6",11,"2",7,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"5524","8",9,"2",1.9,0,0,4.1,0.134898151895319,4.94,"",5,29
"6166","9",1,"2",7,0,0,10.9,NA,10.9,"",5,29
"5575","5",5,"2",2.8,0,0,5.85,0.0287017344458125,8.18,"",5,29
"3385","5",18,"2",0.5,0,0,3.05,-0.774946830036939,8.18,"",5,29
"139","5",24,"2",3.8,0,0,5.5,-0.0717543361145314,8.18,"",5,29
"4007","4",1,"2",-13.4,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"5184","6",10,"2",0.6,0,0,4.55,-0.513897721505977,11.3,"",5,29
"579","7",17,"2",-4.4,0,0,1.65,-1.36195249509697,10.55,"",5,29
"6000","6",2,"2",12.5,0,0,4.6,-0.501050278468328,11.3,"",5,29
"3237","5",20,"2",7.4,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1049","7",11,"2",0.1,0,0,0.9,-1.55651713725368,10.55,"",5,29
"5810","8",1,"2",-5.7,0,0,-6.5,-2.4649571391781,4.94,"",5,29
