"RECCO","HNO_FR","REFER1","HA22_G","POWER","POOR_LOCAL","HR_DEL","X_HR","Z_MAD","P80","GATE_REASON","N_G_IN_ROUND","N_ROUND"
"5288","1",1,"2",0,0,0,5,-0.2541559383535,9.75,"",5,29
"4608","2",5,"2",-4.1,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"967","3",22,"2",-3.4,0,0,2.75,-0.358903339904977,11,"",5,29
"6107","6",1,"2",-1.9,0,0,2.5,-1.0406428860496,11.3,"",5,29
"3455","3",22,"2",0,0,0,2.75,-0.358903339904977,11,"",5,29
"1189","5",19,"2",0.2,0,0,5.75,0,8.18,"",5,29
"6108","1",1,"2",-1.4,0,0,5,-0.2541559383535,9.75,"",5,29
"5102","8",7,"2",-0.5,0,0,3.55,0,4.94,"",5,29
"1251","2",5,"2",-4.4,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"2605","5",14,"2",9.5,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"5194","6",1,"2",-0.7,0,0,2.5,-1.0406428860496,11.3,"",5,29
"5201","3",7,"2",6.9,0,0,0.1,-1.01483013352442,11,"",5,29
"1743","2",6,"2",6.7,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"6117","1",1,"2",5,0,0,5,-0.2541559383535,9.75,"",5,29
"1774","7",16,"2",12.9,0,0,9.5,0.674490759476595,10.55,"",5,29
"5783","1",1,"2",-0.1,0,0,5,-0.2541559383535,9.75,"",5,29
"5446","4",4,"2",17.3,1,1,17,1.58426899318921,11.35,"P80",5,29
"2353","2",6,"2",3.5,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"4010","1",10,"2",3.7,0,0,6.4,0.0195504567964232,9.75,"",5,29
"5176","1",1,"2",9.9,0,0,5,-0.2541559383535,9.75,"",5,29
"6649","1",1,"2",3,0,0,5,-0.2541559383535,9.75,"",5,29
"3001","5",19,"2",2.4,0,0,5.75,0,8.18,"",5,29
"1920","2",6,"2",3.5,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"6494","3",2,"2",9,0,0,9.95,1.42323738238181,11,"",5,29
"5700","1",1,"2",2.4,0,0,5,-0.2541559383535,9.75,"",5,29
"4008","2",6,"2",2.3,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"1443","5",19,"2",2.8,0,0,5.75,0,8.18,"",5,29
"3309","8",7,"2",-2.1,0,0,3.55,0,4.94,"",5,29
"6125","1",1,"2",3.4,0,0,5,-0.2541559383535,9.75,"",5,29
"1172","3",14,"2",-2,0,0,1.6,-0.643550816381338,11,"",5,29
"4261","3",2,"2",4.6,0,0,9.95,1.42323738238181,11,"",5,29
"2740","2",6,"2",5.4,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"5142","9",1,"2",2.3,0,0,10.9,NA,10.9,"",5,29
"1885","2",6,"2",9.4,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"5910","5",2,"2",-4.9,0,0,2.4,-0.961508103934721,8.18,"",5,29
"5784","3",8,"2",-5.5,0,0,1.55,-0.655926793619441,11,"",5,29
"1884","2",6,"2",5.7,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"3296","3",14,"2",9.3,0,0,1.6,-0.643550816381338,11,"",5,29
"5193","1",1,"2",-0.2,0,0,5,-0.2541559383535,9.75,"",5,29
"4788","3",2,"2",22.9,0,0,9.95,1.42323738238181,11,"",5,29
"2997","3",22,"2",1.2,0,0,2.75,-0.358903339904977,11,"",5,29
"5701","5",2,"2",1.6,0,0,2.4,-0.961508103934721,8.18,"",5,29
"31","3",22,"2",11.3,0,0,2.75,-0.358903339904977,11,"",5,29
"1883","2",6,"2",-2.6,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"3454","1",11,"2",2.7,0,0,0.15,-1.20235309298002,9.75,"",5,29
"2728","2",6,"2",-2.1,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"6345","5",10,"2",13.1,0,0,3.3,-0.703192493922408,8.18,"",5,29
"6564","2",6,"2",0,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"4994","3",8,"2",0,0,0,1.55,-0.655926793619441,11,"",5,29
"5690","9",1,"2",5.9,0,0,10.9,NA,10.9,"",5,29
"553","7",16,"2",17.2,0,0,9.5,0.674490759476595,10.55,"",5,29
"4703","2",6,"2",0.3,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"5906","6",5,"2",-0.9,0,0,11.3,1.2205070885767,11.3,"",5,29
"5908","1",1,"2",-4.1,0,0,5,-0.2541559383535,9.75,"",5,29
"1685","7",20,"2",6,0,0,6.55,-0.0907968330064649,10.55,"",5,29
"4029","5",2,"2",-3.9,0,0,2.4,-0.961508103934721,8.18,"",5,29
"5186","3",2,"2",10.8,0,0,9.95,1.42323738238181,11,"",5,29
"6553","2",7,"2",10.2,0,0,3.4,0.198888300871304,3.88,"",5,29
"3052","9",1,"2",11.2,0,0,10.9,NA,10.9,"",5,29
"5177","5",2,"2",9.1,0,0,2.4,-0.961508103934721,8.18,"",5,29
"4031","1",1,"2",-3.1,0,0,5,-0.2541559383535,9.75,"",5,29
"2540","2",7,"2",-3.9,0,0,3.4,0.198888300871304,3.88,"",5,29
"6116","5",2,"2",4.2,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2805","5",7,"2",1.2,1,1,9.25,1.00456070560344,8.18,"P80",5,29
"5759","9",1,"2",5.7,0,0,10.9,NA,10.9,"",5,29
"6121","5",2,"2",2.6,0,0,2.4,-0.961508103934721,8.18,"",5,29
"5501","3",2,"2",4.9,0,0,9.95,1.42323738238181,11,"",5,29
"5192","5",2,"2",-1,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2610","5",7,"2",6.3,1,1,9.25,1.00456070560344,8.18,"P80",5,29
"2188","2",7,"2",13.4,0,0,3.4,0.198888300871304,3.88,"",5,29
"4621","6",11,"2",15.2,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"4012","6",5,"2",7.9,0,0,11.3,1.2205070885767,11.3,"",5,29
"5972","9",1,"2",18.1,0,0,10.9,NA,10.9,"",5,29
"1997","2",7,"2",0.5,0,0,3.4,0.198888300871304,3.88,"",5,29
"4733","3",4,"2",-3,0,0,0.55,-0.903446338381494,11,"",5,29
"5708","5",7,"2",15.8,1,1,9.25,1.00456070560344,8.18,"P80",5,29
"6647","5",2,"2",2.2,0,0,2.4,-0.961508103934721,8.18,"",5,29
"3009","3",3,"2",14.1,1,1,12.8,2.12866808495366,11,"P80",5,29
"4909","1",6,"2",6.5,0,0,7.2,0.175954111167808,9.75,"",5,29
"272","1",18,"2",8.7,1,1,21.6,2.99121988985273,9.75,"Z|P80",5,29
"5563","5",5,"2",-2.2,0,0,5.85,0.0287017344458125,8.18,"",5,29
"968","1",14,"2",10.2,0,0,6.5,0.0391009135928461,9.75,"",5,29
"773","7",20,"2",8,0,0,6.55,-0.0907968330064649,10.55,"",5,29
"5500","1",6,"2",-0.2,0,0,7.2,0.175954111167808,9.75,"",5,29
"1381","3",12,"2",-13.7,0,0,-3.8,-1.98015635809643,11,"",5,29
"4299","2",4,"2",-5.5,0,0,0.3,-0.873379060347899,3.88,"",5,29
"2262","6",17,"2",3.3,0,0,7.8,0.321186075941236,11.3,"",5,29
"6501","9",1,"2",10.8,0,0,10.9,NA,10.9,"",5,29
"4620","3",4,"2",6.2,0,0,0.55,-0.903446338381494,11,"",5,29
"6628","5",5,"2",6.5,0,0,5.85,0.0287017344458125,8.18,"",5,29
"274","7",18,"2",-5.2,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"2062","3",16,"2",6.7,0,0,4.95,0.18563965857154,11,"",5,29
"2317","1",14,"2",13,0,0,6.5,0.0391009135928461,9.75,"",5,29
"4645","2",4,"2",-9.9,0,0,0.3,-0.873379060347899,3.88,"",5,29
"6175","9",1,"2",5.1,0,0,10.9,NA,10.9,"",5,29
"4041","5",5,"2",7.7,0,0,5.85,0.0287017344458125,8.18,"",5,29
"2731","2",4,"2",-13.7,0,0,0.3,-0.873379060347899,3.88,"",5,29
"6179","5",2,"2",5.9,0,0,2.4,-0.961508103934721,8.18,"",5,29
"1302","1",14,"2",6.2,0,0,6.5,0.0391009135928461,9.75,"",5,29
"1686","7",18,"2",1.2,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"2734","1",14,"2",14.5,0,0,6.5,0.0391009135928461,9.75,"",5,29
"2006","2",4,"2",0.9,0,0,0.3,-0.873379060347899,3.88,"",5,29
"4929","3",16,"2",15.7,0,0,4.95,0.18563965857154,11,"",5,29
"4243","3",16,"2",10.3,0,0,4.95,0.18563965857154,11,"",5,29
"3628","1",6,"2",-3.8,0,0,7.2,0.175954111167808,9.75,"",5,29
"4990","6",7,"2",8.4,0,0,6.6,0.0128474430376494,11.3,"",5,29
"3602","1",6,"2",11.8,0,0,7.2,0.175954111167808,9.75,"",5,29
"5514","1",6,"2",9.8,0,0,7.2,0.175954111167808,9.75,"",5,29
"4612","2",4,"2",4.6,0,0,0.3,-0.873379060347899,3.88,"",5,29
"2088","5",17,"2",-0.5,0,0,4.65,-0.315719078903938,8.18,"",5,29
"3292","2",4,"2",-1.1,0,0,0.3,-0.873379060347899,3.88,"",5,29
"4301","5",17,"2",6.8,0,0,4.65,-0.315719078903938,8.18,"",5,29
"3630","7",2,"2",7.8,1,1,20.8,3.60593136797103,10.55,"Z|P80",5,29
"6498","7",2,"2",16.9,1,1,20.8,3.60593136797103,10.55,"Z|P80",5,29
"1437","3",16,"2",1.3,0,0,4.95,0.18563965857154,11,"",5,29
"4883","5",17,"2",2.9,0,0,4.65,-0.315719078903938,8.18,"",5,29
"4436","7",3,"2",10.2,0,0,9.1,0.57072295032635,10.55,"",5,29
"4885","1",14,"2",7.5,0,0,6.5,0.0391009135928461,9.75,"",5,29
"2501","7",3,"2",0.9,0,0,9.1,0.57072295032635,10.55,"",5,29
"1778","3",16,"2",1.8,0,0,4.95,0.18563965857154,11,"",5,29
"942","3",16,"2",11,0,0,4.95,0.18563965857154,11,"",5,29
"3387","5",17,"2",6.8,0,0,4.65,-0.315719078903938,8.18,"",5,29
"2964","3",15,"2",0.7,1,1,11.75,1.8687725629535,11,"P80",5,29
"5513","1",6,"2",5,0,0,7.2,0.175954111167808,9.75,"",5,29
"3603","3",6,"2",9.4,0,0,4.3,0.0247519544762055,11,"",5,29
"6332","1",6,"2",6.9,0,0,7.2,0.175954111167808,9.75,"",5,29
"950","5",17,"2",1.4,0,0,4.65,-0.315719078903938,8.18,"",5,29
"4100","2",4,"2",5.7,0,0,0.3,-0.873379060347899,3.88,"",5,29
"2400","2",4,"2",-1.8,0,0,0.3,-0.873379060347899,3.88,"",5,29
"4264","1",14,"2",-1.1,0,0,6.5,0.0391009135928461,9.75,"",5,29
"6131","7",3,"2",15,0,0,9.1,0.57072295032635,10.55,"",5,29
"6580","2",4,"2",-2,0,0,0.3,-0.873379060347899,3.88,"",5,29
"6569","3",16,"2",8.7,0,0,4.95,0.18563965857154,11,"",5,29
"2596","6",10,"2",2.7,0,0,4.55,-0.513897721505977,11.3,"",5,29
"4228","6",3,"2",0.6,0,0,2,-1.1691173164261,11.3,"",5,29
"2005","3",16,"2",4.4,0,0,4.95,0.18563965857154,11,"",5,29
"1781","3",16,"2",6.2,0,0,4.95,0.18563965857154,11,"",5,29
"4611","3",16,"2",8.1,0,0,4.95,0.18563965857154,11,"",5,29
"275","3",27,"2",12.6,1,1,14.8,2.62370717447777,11,"Z|P80",4,29
"1067","5",20,"2",-4.3,0,0,3.45,-0.660139892253689,8.18,"",5,29
"3044","3",16,"2",1.5,0,0,4.95,0.18563965857154,11,"",5,29
"608","3",16,"2",-2.4,0,0,4.95,0.18563965857154,11,"",5,29
"1087","1",15,"2",6.3,0,0,6.15,-0.0293256851946345,9.75,"",5,29
"2050","2",8,"2",8.3,0,0,2.95,0.0432365871459356,3.88,"",5,29
"5828","7",3,"2",7.6,0,0,9.1,0.57072295032635,10.55,"",5,29
"1235","3",27,"2",25.9,1,1,14.8,2.62370717447777,11,"Z|P80",4,29
"3803","3",16,"2",10.7,0,0,4.95,0.18563965857154,11,"",5,29
"2140","2",8,"2",-2,0,0,2.95,0.0432365871459356,3.88,"",5,29
"4653","4",6,"2",-2.4,0,0,0.6,-0.47371211479519,11.35,"",5,29
"853","1",15,"2",6,0,0,6.15,-0.0293256851946345,9.75,"",5,29
"6629","6",3,"2",-0.6,0,0,2,-1.1691173164261,11.3,"",5,29
"1808","5",20,"2",5.2,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1173","7",14,"2",-4.4,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"3158","2",8,"2",0.2,0,0,2.95,0.0432365871459356,3.88,"",5,29
"1249","2",8,"2",-4.2,0,0,2.95,0.0432365871459356,3.88,"",5,29
"2047","1",13,"2",9.5,0,0,2.1,-0.821119185449768,9.75,"",5,29
"2081","2",8,"2",-10.7,0,0,2.95,0.0432365871459356,3.88,"",5,29
"5706","7",3,"2",18,0,0,9.1,0.57072295032635,10.55,"",5,29
"1231","7",14,"2",-14.8,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"1921","2",8,"2",6.5,0,0,2.95,0.0432365871459356,3.88,"",5,29
"439","3",27,"2",13.5,1,1,14.8,2.62370717447777,11,"Z|P80",4,29
"1274","3",16,"2",1.4,0,0,4.95,0.18563965857154,11,"",5,29
"2620","6",3,"2",9.5,0,0,2,-1.1691173164261,11.3,"",5,29
"1270","1",13,"2",6.4,0,0,2.1,-0.821119185449768,9.75,"",5,29
"1314","2",8,"2",1.3,0,0,2.95,0.0432365871459356,3.88,"",5,29
"160","5",20,"2",2.2,0,0,3.45,-0.660139892253689,8.18,"",5,29
"4914","1",13,"2",1.9,0,0,2.1,-0.821119185449768,9.75,"",5,29
"6499","1",3,"2",5.5,0,0,9.35,0.596288932290903,9.75,"",5,29
"2187","1",16,"2",-3.1,0,0,1.4,-0.95797238302473,9.75,"",5,29
"582","3",16,"2",-2.3,0,0,4.95,0.18563965857154,11,"",5,29
"1378","5",20,"2",4.2,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1047","5",20,"2",0,0,0,3.45,-0.660139892253689,8.18,"",5,29
"5916","2",1,"2",7.7,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"893","7",14,"2",-7.5,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"3535","6",4,"2",17.3,1,1,16,2.42816673411574,11.3,"P80",5,29
"1103","7",14,"2",-8.4,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"501","5",20,"2",-1.2,0,0,3.45,-0.660139892253689,8.18,"",5,29
"2412","1",13,"2",3.7,0,0,2.1,-0.821119185449768,9.75,"",5,29
"406","3",28,"2",5.8,0,0,6.95,0.680678748095647,11,"",4,29
"22","7",21,"2",4.4,0,0,5.3,-0.415071236600982,10.55,"",5,29
"2175","1",16,"2",-2,0,0,1.4,-0.95797238302473,9.75,"",5,29
"729","7",21,"2",8.8,0,0,5.3,-0.415071236600982,10.55,"",5,29
"4459","1",13,"2",-2.6,0,0,2.1,-0.821119185449768,9.75,"",5,29
"18","7",17,"2",-6.1,0,0,1.65,-1.36195249509697,10.55,"",5,29
"6645","2",1,"2",1.9,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"3294","5",20,"2",14.3,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1773","3",25,"2",10.1,1,1,11.7,1.8563965857154,11,"P80",5,29
"2541","3",25,"2",8.3,1,1,11.7,1.8563965857154,11,"P80",5,29
"4439","2",1,"2",11.8,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"3285","2",1,"2",-6.7,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"5274","1",13,"2",5.8,0,0,2.1,-0.821119185449768,9.75,"",5,29
"2049","1",13,"2",7.2,0,0,2.1,-0.821119185449768,9.75,"",5,29
"610","3",25,"2",11.2,1,1,11.7,1.8563965857154,11,"P80",5,29
"4094","1",13,"2",-8.9,0,0,2.1,-0.821119185449768,9.75,"",5,29
"4910","2",1,"2",1.5,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"6154","6",9,"2",-5,0,0,4.9,-0.423965620242431,11.3,"",5,29
"555","3",19,"2",5.6,0,0,1.6,-0.643550816381338,11,"",5,29
"803","1",13,"2",11.1,0,0,2.1,-0.821119185449768,9.75,"",5,29
"5198","6",9,"2",6.8,0,0,4.9,-0.423965620242431,11.3,"",5,29
"6496","2",1,"2",-1.1,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"5254","1",2,"2",6.7,1,1,11.4,0.997073296617576,9.75,"P80",5,29
"4780","1",8,"2",-3.8,0,0,1.2,-0.997073296617575,9.75,"",5,29
"580","3",19,"2",-0.8,0,0,1.6,-0.643550816381338,11,"",5,29
"5572","2",1,"2",-6.9,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"2607","6",9,"2",0.6,0,0,4.9,-0.423965620242431,11.3,"",5,29
"6043","1",8,"2",-4.7,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5481","6",9,"2",-0.9,0,0,4.9,-0.423965620242431,11.3,"",5,29
"1279","3",25,"2",14.4,1,1,11.7,1.8563965857154,11,"P80",5,29
"5697","1",8,"2",-0.2,0,0,1.2,-0.997073296617575,9.75,"",5,29
"3443","2",1,"2",-2.5,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"767","3",25,"2",6.4,1,1,11.7,1.8563965857154,11,"P80",5,29
"3601","5",1,"2",5.3,0,0,5.25,-0.143508672229063,8.18,"",5,29
"2811","1",8,"2",8.5,0,0,1.2,-0.997073296617575,9.75,"",5,29
"3388","1",8,"2",-4.5,0,0,1.2,-0.997073296617575,9.75,"",5,29
"1222","3",25,"2",16.5,1,1,11.7,1.8563965857154,11,"P80",5,29
"1444","3",25,"2",15.2,1,1,11.7,1.8563965857154,11,"P80",5,29
"4297","1",8,"2",3,0,0,1.2,-0.997073296617575,9.75,"",5,29
"276","3",25,"2",13.6,1,1,11.7,1.8563965857154,11,"P80",5,29
"5353","1",8,"2",-11.4,0,0,1.2,-0.997073296617575,9.75,"",5,29
"2260","6",16,"2",0.5,0,0,6.5,-0.0128474430376494,11.3,"",5,29
"4262","2",1,"2",-5.5,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"5498","2",1,"2",-5.2,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"796","3",19,"2",-0.9,0,0,1.6,-0.643550816381338,11,"",5,29
"2411","3",25,"2",3.8,1,1,11.7,1.8563965857154,11,"P80",5,29
"5692","1",8,"2",0.1,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5709","7",5,"2",9.2,0,0,4.6,-0.596664902613911,10.55,"",5,29
"431","3",25,"2",3.8,1,1,11.7,1.8563965857154,11,"P80",5,29
"2612","6",16,"2",-2.1,0,0,6.5,-0.0128474430376494,11.3,"",5,29
"4182","5",1,"2",5.7,0,0,5.25,-0.143508672229063,8.18,"",5,29
"4033","1",7,"2",-9.5,0,0,-0.15,-1.26100446336929,9.75,"",5,29
"5180","2",1,"2",-0.6,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"892","3",19,"2",-4.4,0,0,1.6,-0.643550816381338,11,"",5,29
"2618","1",8,"2",1.3,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5569","1",9,"2",-3.4,0,0,6.3,0,9.75,"",5,29
"3286","2",1,"2",-10.2,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"4789","2",1,"2",12.8,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"5104","1",8,"2",5.9,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5787","1",8,"2",-4,0,0,1.2,-0.997073296617575,9.75,"",5,29
"6241","1",8,"2",-5.2,0,0,1.2,-0.997073296617575,9.75,"",5,29
"4030","3",9,"2",-4.4,0,0,1.8,-0.594046907428928,11,"",5,29
"5187","2",1,"2",0.7,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"6357","3",9,"2",1.7,0,0,1.8,-0.594046907428928,11,"",5,29
"1167","6",13,"2",-5.3,0,0,3.3,-0.835083797447213,11.3,"",5,29
"4183","2",1,"2",-4.6,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"4783","1",8,"2",-0.4,0,0,1.2,-0.997073296617575,9.75,"",5,29
"2603","6",14,"2",1.8,0,0,8.2,0.423965620242431,11.3,"",5,29
"6126","3",5,"2",7,0,0,8.1,0.965326224572008,11,"",5,29
"5517","1",8,"2",6.3,0,0,1.2,-0.997073296617575,9.75,"",5,29
"2397","1",8,"2",0.3,0,0,1.2,-0.997073296617575,9.75,"",5,29
"6124","1",7,"2",-3,0,0,-0.15,-1.26100446336929,9.75,"",5,29
"4781","3",11,"2",1.7,0,0,2.4,-0.445535180571696,11,"",5,29
"3600","7",5,"2",-7.4,0,0,4.6,-0.596664902613911,10.55,"",5,29
"4882","1",9,"2",3.7,0,0,6.3,0,9.75,"",5,29
"951","7",24,"2",0.3,0,0,4,-0.752316616339279,10.55,"",5,29
"5250","5",4,"2",1.2,0,0,7.1,0.38747341501847,8.18,"",5,29
"4042","5",4,"2",7.3,0,0,7.1,0.38747341501847,8.18,"",5,29
"728","3",18,"2",-7.1,0,0,5.6,0.346527362666875,11,"",5,29
"5761","5",4,"2",6.1,0,0,7.1,0.38747341501847,8.18,"",5,29
"4388","1",8,"2",-0.3,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5414","2",3,"2",10,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"4064","3",9,"2",-7.6,0,0,1.8,-0.594046907428928,11,"",5,29
"5000","2",3,"2",7.8,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"5190","7",5,"2",4.6,0,0,4.6,-0.596664902613911,10.55,"",5,29
"2764","1",8,"2",1.1,0,0,1.2,-0.997073296617575,9.75,"",5,29
"1250","1",12,"2",4.1,0,0,1.55,-0.928646697830095,9.75,"",5,29
"4927","5",4,"2",9.2,0,0,7.1,0.38747341501847,8.18,"",5,29
"5764","1",8,"2",6.5,0,0,1.2,-0.997073296617575,9.75,"",5,29
"2810","6",14,"2",-1.9,0,0,8.2,0.423965620242431,11.3,"",5,29
"5103","1",8,"2",-6.4,0,0,1.2,-0.997073296617575,9.75,"",5,29
"3914","1",11,"2",1.1,0,0,0.15,-1.20235309298002,9.75,"",5,29
"2663","3",11,"2",-1.6,0,0,2.4,-0.445535180571696,11,"",5,29
"2608","6",14,"2",7.1,0,0,8.2,0.423965620242431,11.3,"",5,29
"4066","6",14,"2",15.8,0,0,8.2,0.423965620242431,11.3,"",5,29
"966","3",18,"2",-2.7,0,0,5.6,0.346527362666875,11,"",5,29
"6120","3",9,"2",2.1,0,0,1.8,-0.594046907428928,11,"",5,29
"5292","4",6,"2",7.8,0,0,0.6,-0.47371211479519,11.35,"",5,29
"5567","2",3,"2",12.5,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"6122","7",1,"2",13.6,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"505","6",14,"2",12.7,0,0,8.2,0.423965620242431,11.3,"",5,29
"1253","1",12,"2",1.8,0,0,1.55,-0.928646697830095,9.75,"",5,29
"5419","4",6,"2",-1.3,0,0,0.6,-0.47371211479519,11.35,"",5,29
"5935","4",6,"2",-4.9,0,0,0.6,-0.47371211479519,11.35,"",5,29
"2100","6",12,"2",9.4,0,0,9.8,0.835083797447213,11.3,"",5,29
"2398","3",11,"2",2.4,0,0,2.4,-0.445535180571696,11,"",5,29
"4038","4",2,"2",0.5,0,0,5.75,0.172544147773082,11.35,"",5,29
"1107","5",23,"2",10.2,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"2617","2",2,"2",7.2,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"6323","1",3,"2",12.7,0,0,9.35,0.596288932290903,9.75,"",5,29
"4070","7",6,"2",13.1,0,0,7.7,0.207535618300491,10.55,"",5,29
"5503","1",3,"2",4,0,0,9.35,0.596288932290903,9.75,"",5,29
"1255","3",17,"2",10.1,0,0,4.5,0.0742558634286162,11,"",5,29
"6177","7",1,"2",16.9,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"924","6",14,"2",5.7,0,0,8.2,0.423965620242431,11.3,"",5,29
"187","7",15,"2",5.2,1,1,14.3,1.91970446927954,10.55,"P80",5,29
"5705","4",2,"2",7.8,0,0,5.75,0.172544147773082,11.35,"",5,29
"5333","2",2,"2",-2.2,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"5032","1",3,"2",-3.8,0,0,9.35,0.596288932290903,9.75,"",5,29
"5423","1",3,"2",8.7,0,0,9.35,0.596288932290903,9.75,"",5,29
"5693","2",2,"2",4,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"1083","5",23,"2",9.6,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"702","5",23,"2",2.3,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"1280","3",26,"2",18.6,1,1,12.9,2.15342003942986,11,"P80",5,29
"2388","1",12,"2",3.1,0,0,1.55,-0.928646697830095,9.75,"",5,29
"700","5",29,"2",-5.6,0,0,-4.9,-3.05673471847904,8.18,"",5,29
"5341","6",2,"2",6.4,0,0,4.6,-0.501050278468328,11.3,"",5,29
"3006","7",1,"2",11.2,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"405","5",23,"2",16.3,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"4028","6",2,"2",-2,0,0,4.6,-0.501050278468328,11.3,"",5,29
"4778","1",12,"2",-2.9,0,0,1.55,-0.928646697830095,9.75,"",5,29
"801","3",17,"2",-3.5,0,0,4.5,0.0742558634286162,11,"",5,29
"4971","2",2,"2",4.4,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"3047","2",2,"2",0,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"5178","6",1,"2",9.4,0,0,2.5,-1.0406428860496,11.3,"",5,29
"4096","3",17,"2",4.6,0,0,4.5,0.0742558634286162,11,"",5,29
"3045","3",17,"2",8.6,0,0,4.5,0.0742558634286162,11,"",5,29
"1989","3",17,"2",-5.4,0,0,4.5,0.0742558634286162,11,"",5,29
"5229","2",2,"2",-0.5,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"5034","1",3,"2",-3.7,0,0,9.35,0.596288932290903,9.75,"",5,29
"6615","8",5,"2",-0.3,0,0,0.8,-0.674490759476595,4.94,"",5,29
"1102","3",17,"2",3,0,0,4.5,0.0742558634286162,11,"",5,29
"3149","1",3,"2",6.6,0,0,9.35,0.596288932290903,9.75,"",5,29
"5696","2",2,"2",5.7,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"3170","3",17,"2",10.2,0,0,4.5,0.0742558634286162,11,"",5,29
"6123","6",1,"2",2.9,0,0,2.5,-1.0406428860496,11.3,"",5,29
"3002","5",18,"2",5.4,0,0,3.05,-0.774946830036939,8.18,"",5,29
"5628","4",5,"2",16.8,0,0,11.35,0.875269404158,11.35,"",5,29
"5183","1",3,"2",10.2,0,0,9.35,0.596288932290903,9.75,"",5,29
"5332","1",3,"2",-2.5,0,0,9.35,0.596288932290903,9.75,"",5,29
"2391","3",13,"2",-6.4,0,0,-0.8,-1.23759772381027,11,"",5,29
"775","5",28,"2",2.2,0,0,1.4,-1.24852544839285,8.18,"",5,29
"6358","6",2,"2",4.1,0,0,4.6,-0.501050278468328,11.3,"",5,29
"3394","5",18,"2",3,0,0,3.05,-0.774946830036939,8.18,"",5,29
"4300","3",13,"2",-2.5,0,0,-0.8,-1.23759772381027,11,"",5,29
"5573","1",3,"2",3.9,0,0,9.35,0.596288932290903,9.75,"",5,29
"3634","1",3,"2",4.9,0,0,9.35,0.596288932290903,9.75,"",5,29
"4775","1",3,"2",-0.2,0,0,9.35,0.596288932290903,9.75,"",5,29
