RECCO,HA_22ND,HA22_G,HNO_FR,REFER1,POWER,POWER_ADJ,R_Z1,R_GATE1_Z,R_GATE1_P,R_SKIP_G_LE2,R_DEL_STEP1_ROW,X_R,Z1,GATE1_Z,GATE1_P,DEL_STEP1,SKIP_G_LE2,X_R2,N_ROUND,MEDIAN_AA2,MAD_AA2,Z2,P80_AA2,GATE2_Z,GATE2_P,DEL_STEP2,SKIP_N_ROUND_LT3,X_C,N_ROUND_HR,MEDIAN_C,MAD_C,Z_C,P80_C,HR_GATE_Z,HR_GATE_P,HR_DEL,POOR_LOCAL,RANO_FR
610,THE GOOD DEAL (G025),2,1,19,3.7,1.5205,0,0,0,0,0,3.28,-0.67,0,0,0,0,3.28,23,1.61,2.27,0.74,3.41,0,0,0,0,1.94,23,-0.73,2.22,1.21,1.54,0,1,1,0,25092104
710,SPICY SO SMART (G203),2,1,19,3.23,1.0106,-0.746031746,0,0,0,0,3.28,-0.67,0,0,0,0,3.28,23,1.61,2.27,0.74,3.41,0,0,0,0,1.94,23,-0.73,2.22,1.21,1.54,0,1,1,0,25092104
1558,NOBLE ONE (G278),2,1,20,-1.56,-3.8281,-1.75974026,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
158,M M NEBULA (G279),2,1,20,7.74,5.2209,4.279220779,1,1,0,1,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
163,ALWAYS FLUKE (H252),2,1,20,-5.98,-8.199,-4.62987013,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
165,ALWAYS FLUKE (H252),2,1,20,4.8,2.581,2.37012987,0,1,0,1,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
225,KA YING CHEER (H369),2,1,20,1.89,-0.3555,0.480519481,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
3402,HAPPY HORSE (H061),2,1,20,-0.07,-2.2778,-0.792207792,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
3405,HAPPY HORSE (H061),2,1,20,2.23,0.0222,0.701298701,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
352,SUMMIT CHEERS (E221),2,1,20,-2.44,-4.7024,-2.331168831,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
3883,YOUNG HORIZON (G272),2,1,20,-5.78,-8.0015,-4.5,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
411,ALLOY KING (D287),2,1,20,-1.81,-4.2478,-1.922077922,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
4515,CHARMING STEED (E494),2,1,20,8.41,5.9231,4.714285714,1,1,0,1,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
4870,REGENT GLORY (E323),2,1,20,0.3,-2.1736,-0.551948052,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
503,ALL IS READY (G042),2,1,20,-0.19,-2.6375,-0.87012987,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
612,THE GOOD DEAL (G025),2,1,20,0.28,-1.8995,-0.564935065,0,0,0,0,0.11,-0.67,0,0,0,0,0.11,23,1.61,2.27,-0.66,3.41,0,0,0,0,-1.36,23,-0.73,2.22,-0.28,1.54,0,0,0,0,25092104
2372,HERCULES (C476),2,1,21,6.57,4.3357,7.589285714,1,1,0,1,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
2373,HERCULES (C476),2,1,21,12.09,9.8557,17.44642857,1,1,0,1,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
3404,HAPPY HORSE (H061),2,1,21,0.94,-1.2678,-2.464285714,0,0,0,0,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
407,ALLOY KING (D287),2,1,21,0.32,-2.1178,-3.571428571,0,0,0,0,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
408,ALLOY KING (D287),2,1,21,1.98,-0.4578,-0.607142857,0,0,0,0,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
504,ALL IS READY (G042),2,1,21,-2.97,-5.4175,-9.446428571,0,0,0,0,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
5199,TO INFINITY (G277),2,1,21,6.82,4.441,8.035714286,1,1,0,1,1.98,-0.6,0,0,0,0,1.98,23,1.61,2.27,0.16,3.41,0,0,0,0,0.22,23,-0.73,2.22,0.43,1.54,0,0,0,0,25092104
1037,HAPPY HORSE (H061),2,1,22,0.03,-2.1778,-0.783333333,0,0,0,0,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
1574,NOBLE ONE (G278),2,1,22,7.71,5.4419,2.416666667,0,1,0,1,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
16348,SPICY SO SMART (G203),2,1,22,-0.19,-2.4094,-0.875,0,0,0,0,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
2223,CHIRON (E151),2,1,22,8.96,6.6194,2.9375,1,1,0,1,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
3409,HAPPY HORSE (H061),2,1,22,2.73,0.5222,0.341666667,0,1,0,1,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
406,ALLOY KING (D287),2,1,22,-0.25,-2.6878,-0.9,0,0,0,0,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
608,THE GOOD DEAL (G025),2,1,22,-3.13,-5.3095,-2.1,0,0,0,0,0.03,-0.78,0,0,0,0,0.03,23,1.61,2.27,-0.7,3.41,0,0,0,0,-0.53,23,-0.73,2.22,0.09,1.54,0,0,0,0,25092104
1035,HAPPY HORSE (H061),2,1,23,0.43,-1.7778,-1.59,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
1040,HAPPY HORSE (H061),2,1,23,5.14,2.9322,3.12,1,1,0,1,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
2366,HERCULES (C476),2,1,23,-2.69,-4.9243,-4.71,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
507,ALL IS READY (G042),2,1,23,-0.02,-2.4675,-2.04,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
606,THE GOOD DEAL (G025),2,1,23,2.6,0.4205,0.58,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
607,THE GOOD DEAL (G025),2,1,23,2.66,0.4805,0.64,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
609,THE GOOD DEAL (G025),2,1,23,0.62,-1.5595,-1.4,0,0,0,0,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
715,SPICY SO SMART (G203),2,1,23,5.05,2.8306,3.03,1,1,0,1,1.61,-0.4,0,0,0,0,1.61,23,1.61,2.27,0,3.41,0,0,0,0,0.13,23,-0.73,2.22,0.39,1.54,0,0,0,0,25092104
113,SAVVY CHIC (G261),2,1,24,0.03,-2.2394,-2.741007194,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
1292,TOGEPI (G458),2,1,24,4.78,2.3217,0.676258993,0,1,0,1,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
1336,REGENT GLORY (E323),2,1,24,0.28,-2.1936,-2.561151079,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
1566,NOBLE ONE (G278),2,1,24,3.5,1.2319,-0.244604317,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
1670,ARMOUR EAGLE (G093),2,1,24,3.08,0.8218,-0.54676259,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
1687,EIGHTY LIGHT YEARS (H170),2,1,24,5.21,2.8241,0.985611511,0,1,0,1,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
2367,HERCULES (C476),2,1,24,2.72,0.4857,-0.805755396,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
282,CAPITAL DELIGHT (H262),2,1,24,1.24,-1.0061,-1.870503597,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
856,MULTIDARLING (H148),2,1,24,4.03,1.7968,0.136690647,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
991,ACA POWER (E144),2,1,24,-2.3,-4.5203,-4.417266187,0,0,0,0,2.9,-0.67,0,0,0,0,2.9,23,1.61,2.27,0.57,3.41,0,0,0,0,0.31,23,-0.73,2.22,0.47,1.54,0,0,0,0,25092104
10666,YOUNG BRILLIANT (H135),3,1,1,5.15,2.4427,0.542763158,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
13317,SUPER EXPRESS (K245),3,1,1,-4.93,-7.6304,-2.773026316,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
13330,SKY DEEP (K041),3,1,1,4.47,1.7717,0.319078947,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
13507,FASHION LEGEND (J080),3,1,1,5.94,3.185,0.802631579,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
13547,FASHION LEGEND (J080),3,1,1,7.36,4.605,1.269736842,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
14250,SOUTH STAR (K153),3,1,1,2.28,-0.3443,-0.401315789,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
14572,PERFECT PAIRING (J331),3,1,1,6.88,4.1217,1.111842105,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
15168,NEW FOREST (K094),3,1,1,0.8,-2.0243,-0.888157895,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
15195,NEW FOREST (K094),3,1,1,6.3,3.4757,0.921052632,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
15220,NEW FOREST (K094),3,1,1,7.92,5.0957,1.453947368,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
16136,THE HEIR (H459),3,1,1,4.95,2.2406,0.476973684,0,0,0,0,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
16571,FASHION LEGEND (J080),3,1,1,6.94,4.185,1.131578947,0,1,0,1,5.54,0.67,0,0,0,0,5.54,23,1.52,2.24,1.8,3.9,0,1,1,0,0.94,23,-0.73,2.22,0.76,1.54,0,0,0,1,25092104
10719,SUPER LEGENDS (H364),3,1,2,-0.22,-2.921,-2.17370892,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
13493,FASHION LEGEND (J080),3,1,2,1.68,-1.075,-1.281690141,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
13516,FASHION LEGEND (J080),3,1,2,3.46,0.705,-0.44600939,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
13525,FASHION LEGEND (J080),3,1,2,3.96,1.205,-0.211267606,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
13531,FASHION LEGEND (J080),3,1,2,7.66,4.905,1.525821596,0,1,0,1,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
13781,TOP THRONE (K116),3,1,2,9.16,6.6146,2.230046948,0,1,0,1,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
14575,PERFECT PAIRING (J331),3,1,2,4.4,1.6417,-0.004694836,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
15762,FASHION LEGEND (J080),3,1,2,3.29,0.535,-0.525821596,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
15772,FASHION LEGEND (J080),3,1,2,1.67,-1.085,-1.286384977,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
15792,FASHION LEGEND (J080),3,1,2,8.79,6.035,2.056338028,0,1,0,1,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
16146,THE HEIR (H459),3,1,2,4.09,1.3806,-0.150234742,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
16556,NEW FOREST (K094),3,1,2,8.28,5.4557,1.816901408,0,1,0,1,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
6178,YOUNG BRILLIANT (H135),3,1,2,3.64,0.9327,-0.361502347,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
9251,EXCEL WONGCHOY (J194),3,1,2,3.3,0.4554,-0.521126761,0,0,0,0,3.8,-0.29,0,0,0,0,3.8,23,1.52,2.24,1.02,3.9,0,0,0,0,2.8,23,-0.73,2.22,1.59,1.54,0,1,1,0,25092104
10717,SUPER LEGENDS (H364),3,1,3,-1.07,-3.771,-1.453416149,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
12361,MUST GO (J133),3,1,3,5.54,3.0042,2.652173913,1,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
13492,FASHION LEGEND (J080),3,1,3,-2.96,-5.715,-2.627329193,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
13502,FASHION LEGEND (J080),3,1,3,-0.19,-2.945,-0.906832298,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
13527,FASHION LEGEND (J080),3,1,3,2.42,-0.335,0.714285714,0,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
13536,FASHION LEGEND (J080),3,1,3,2.05,-0.705,0.48447205,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
13776,TOP THRONE (K116),3,1,3,-5.48,-8.0254,-4.192546584,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15165,NEW FOREST (K094),3,1,3,-0.74,-3.5643,-1.248447205,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15177,NEW FOREST (K094),3,1,3,1.92,-0.9043,0.403726708,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15186,NEW FOREST (K094),3,1,3,-0.17,-2.9943,-0.894409938,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15192,NEW FOREST (K094),3,1,3,0.8,-2.0243,-0.291925466,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15204,NEW FOREST (K094),3,1,3,1.79,-1.0343,0.322981366,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15212,NEW FOREST (K094),3,1,3,3.9,1.0757,1.633540373,0,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15229,NEW FOREST (K094),3,1,3,4.59,1.7657,2.062111801,0,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15765,FASHION LEGEND (J080),3,1,3,-0.36,-3.115,-1.01242236,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
15788,FASHION LEGEND (J080),3,1,3,5.27,2.515,2.48447205,0,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
16140,THE HEIR (H459),3,1,3,0.44,-2.2694,-0.51552795,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
5557,MUST GO (J133),3,1,3,-0.41,-2.9458,-1.043478261,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
5596,G LINER (H072),3,1,3,1.75,-1.1123,0.298136646,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
5883,ENJOY GOLF (J222),3,1,3,-0.56,-3.2659,-1.136645963,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
6177,YOUNG BRILLIANT (H135),3,1,3,2.1,-0.6073,0.51552795,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
6185,YOUNG BRILLIANT (H135),3,1,3,-2.52,-5.2273,-2.354037267,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
8420,YOUTH POWER (H358),3,1,3,3.37,0.7574,1.304347826,0,1,0,1,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
9247,EXCEL WONGCHOY (J194),3,1,3,1.76,-1.0846,0.304347826,0,0,0,0,1.27,0,0,0,0,0,1.27,23,1.52,2.24,-0.11,3.9,0,0,0,0,-2.6,23,-0.73,2.22,-0.84,1.54,0,0,0,0,25092104
11523,CHARITY GAIN (H431),3,1,4,3.41,0.6655,-1.347305389,0,0,0,0,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
11786,STAR MAC (J053),3,1,4,4.9,2.2037,-0.45508982,0,0,0,0,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
12344,PRECISION GOAL (H016),3,1,4,11.66,9.0942,3.592814371,1,1,0,1,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
8403,YOUTH POWER (H358),3,1,4,4.16,1.5474,-0.898203593,0,0,0,0,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
8774,CHARITY GAIN (H431),3,1,4,5.28,2.5355,-0.22754491,0,0,0,0,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
9791,ME TIME (J074),3,1,4,1.74,-1.0947,-2.347305389,0,0,0,0,4.53,-0.67,0,0,0,0,4.53,23,1.52,2.24,1.34,3.9,0,1,1,0,2.76,23,-0.73,2.22,1.58,1.54,0,1,1,1,25092104
12343,PRECISION GOAL (H016),3,1,5,-2.16,-4.7258,-1.340659341,0,0,0,0,1.5,0.67,0,0,0,0,1.5,23,1.52,2.24,-0.01,3.9,0,0,0,0,-2.31,23,-0.73,2.22,-0.71,1.54,0,0,0,0,25092104
12431,MAGNIFICENT NINE (H433),3,1,5,2.3,-0.3655,1.10989011,0,1,0,1,1.5,0.67,0,0,0,0,1.5,23,1.52,2.24,-0.01,3.9,0,0,0,0,-2.31,23,-0.73,2.22,-0.71,1.54,0,0,0,0,25092104
14576,PERFECT PAIRING (J331),3,1,5,2.3,-0.4583,1.10989011,0,1,0,1,1.5,0.67,0,0,0,0,1.5,23,1.52,2.24,-0.01,3.9,0,0,0,0,-2.31,23,-0.73,2.22,-0.71,1.54,0,0,0,0,25092104
