refer1,rano_fr,racemm_a,ra_fr,uppro_fr,hno_fr,hname_fr,refer_fr,rano_1st,rano1,ra_1st,uppro_1st,hname_1st,refer_1st,recno_1st,recno_2nd,rano2,racemm_b,ra,hno,hname,jockey,mi,sec,masin,refer,uppro,clas_1st,class,refer_gap,nent,ref,rano_2nd,ha_2nd,refer_2nd,power,ha_22nd,rp,rpp,rp1,ck,rec_gap,recco
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",7,40.00,"승리의영혼",7.8,3296,7431,"23 09 10  06","1200",6,"7","승리의영혼","조재로",1,15.1,0.2,5.5,50.00,"6","2",-0.90,1,0,"23091006","승리의영혼",5.50,-5.90,"나이스타임",0,0,0,0,-4135,362
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",5,55.56,"승리의영혼",6.2,2076,7431,"23 09 10  06","1200",6,"7","승리의영혼","조재로",1,15.1,0.2,5.5,50.00,"5","2",1.50,2,0,"23091006","승리의영혼",5.50,-3.50,"나이스타임",0,0,0,0,-5355,363
8,"25082306","",7,40.00,5,"드림릿지",8.5,"24041411","24   04   14   11",5,60.00,"원평킬라",5.5,14287,7468,"23 09 10  09","1300",4,"2","원평킬라","빅투아르",1,20.8,0.2,5.0,70.00,"5","4",8.00,2,0,"23091009","컴플리트스텝",5.00,6.00,"금아얼루어",0,0,0,0,6819,364
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",11,9.09,"캠프세이버",13.2,8342,7482,"23 09 10  10","1400",8,"5","캠프세이버","오수철",1,29.3,1.8,14.1,36.36,"6","4",9.60,4,0,"23091010","스피디루키",14.10,7.60,"옥룡",0,0,0,0,860,365
10,"25082306","",9,33.33,5,"드림릿지",8.4,"24021809","24   02   18   09",5,66.67,"브라운퀸",5.6,12397,7483,"23 09 10  10","1400",9,"8","브라운퀸","조인권",1,29.7,2.4,16.5,27.27,"4","4",19.30,5,0,"23091010","스피디루키",16.50,17.30,"옥룡",0,0,0,0,4914,366
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",10,18.18,"글로벌선",14.6,8342,7564,"23 09 16  09","1200",3,"11","글로벌선","문정균",1,14.0,1.2,3.0,81.82,"6","6",-2.90,1,0,"23091609","글로벌선",3.00,-2.90,"라온더위켄드",0,0,0,0,778,367
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",5,63.64,"쏘아라투투",8.4,8342,7565,"23 09 16  09","1200",4,"8","쏘아라투투","박태종",1,14.0,0.2,2.7,72.73,"1","6",3.00,2,0,"23091609","글로벌선",2.70,3.00,"라온더위켄드",0,0,0,0,777,368
15,"25082306","",5,63.64,9,"럭키하눌",7.8,"23070802","23   07   08   02",10,18.18,"슈퍼군황",16.8,5531,7572,"23 09 16  09","1200",11,"9","슈퍼군황","김효정",1,14.8,1.8,7.7,9.09,"5","6",-1.30,13,0,"23091609","글로벌선",7.70,-1.30,"라온더위켄드",0,0,0,0,-2041,369
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",8,36.36,"희망의찬가",19.8,775,7611,"23 09 17  04","1300",3,"6","희망의찬가","푸르칸",1,22.2,1.2,8.2,81.82,"6","5",2.80,1,0,"23091704","희망의찬가",8.20,2.80,"히어로퀸",0,0,0,0,-6836,370
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",5,60.00,"빅토리히트",3.8,9688,7677,"23 09 17  10","1200",2,"10","빅토리히트","박태종",1,13.7,0.6,1.1,90.91,"6","3",10.10,1,0,"23091710","빅토리히트",1.10,6.60,"히어로사랑",0,0,0,0,2011,371
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",11,9.09,"남산러브",23.7,8885,7685,"23 09 17  10","1200",10,"9","남산러브","하정훈",1,16.5,0.6,17.4,18.18,"5","6",3.30,4,0,"23091710","빅토리히트",17.40,3.30,"히어로사랑",0,0,0,0,1200,372
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",10,10.00,"대세만세",17.3,9688,7686,"23 09 17  10","1200",11,"1","대세만세","조한별",1,18.4,11.4,29.3,9.09,"6","6",24.80,5,0,"23091710","빅토리히트",29.30,24.80,"히어로사랑",0,0,0,0,2002,373
8,"25082306","",7,40.00,5,"드림릿지",8.5,"24041411","24   04   14   11",10,10.00,"스토미케이",15.9,14287,7719,"23 09 23  02","1200",11,"3","스토미케이","유승완",1,18.4,11.4,23.0,9.09,"4","5",15.60,6,0,"23092302","벌교태양",23.00,15.60,"머니크라운",0,0,0,0,6568,374
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",5,63.64,"럭셔리킹",4.8,5163,7733,"23 09 23  04","1400",2,"11","럭셔리킹","정정희",1,29.4,0.6,0.0,90.91,"O","5",-2.00,1,0,"23092304","럭셔리킹",0.00,-2.00,"블루인디",0,0,0,0,-2570,375
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",6,44.44,"레드태풍",8.0,2076,7737,"23 09 23  04","1400",6,"5","레드태풍","빅투아르",1,30.5,1.2,7.7,54.55,"5","4",1.90,4,0,"23092304","럭셔리킹",7.70,-0.10,"블루인디",0,0,0,0,-5661,376
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",7,45.45,"빛의카",9.0,5163,7738,"23 09 23  04","1400",7,"7","빛의카","박을운",1,30.7,1.2,9.4,45.45,"O","4",3.20,6,0,"23092304","럭셔리킹",9.40,1.20,"블루인디",0,0,0,0,-2575,377
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",6,54.55,"한강질주",8.4,8885,7776,"23 09 23  08","1200",4,"8","한강질주","유승완",1,14.4,1.2,5.2,66.67,"5","4",6.40,2,0,"23092308","나올영웅",5.20,4.40,"블랙초콜릿",0,0,0,0,1109,378
16,"25082306","",8,30.00,1,"은빛돌풍",21.3,"24012109","24   01   21   09",5,60.00,"바이킹하트",9.9,11655,7795,"23 09 23  10","1400",3,"9","바이킹하트","조상범",1,27.7,0.6,1.6,81.82,"2","2",13.00,1,0,"23092310","바이킹하트",1.60,8.00,"베스트선",0,0,0,0,3860,379
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",8,36.36,"돌격앞으로",11.2,9982,7796,"23 09 23  10","1400",4,"3","돌격앞으로","김철호",1,27.9,1.2,2.3,72.73,"5","6",4.90,3,0,"23092310","바이킹하트",2.30,4.90,"베스트선",0,0,0,0,2186,380
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",9,27.27,"다이아키",12.8,8885,7802,"23 09 23  10","1400",10,"1","다이아키","김효정",1,28.5,1.2,7.6,18.18,"5","6",4.40,5,0,"23092310","바이킹하트",7.60,4.40,"베스트선",0,0,0,0,1083,381
7,"25082306","",1,100.0,5,"드림릿지",0.0,"24051109","24   05   11   09",2,88.89,"엔딩파이어",0.5,15035,7807,"23 09 23  11","1400",4,"1","엔딩파이어","안토니오",1,27.4,0.6,1.8,72.73,"4","6",1.30,4,0,"23092311","별나라비마",1.80,1.30,"헌터블레이드",0,0,0,0,7228,382
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",6,54.55,"에이스군주",7.0,9982,7809,"23 09 23  11","1400",6,"3","에이스군주","김철호",1,27.8,0.6,4.2,54.55,"5","6",11.00,5,0,"23092311","별나라비마",4.20,11.00,"헌터블레이드",0,0,0,0,2173,383
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",10,18.18,"골드참",23.6,775,7863,"23 09 24  04","1300",7,"4","골드참","푸르칸",1,24.5,1.8,15.1,45.45,"6","4",5.90,4,0,"23092404","아치러너",15.10,3.90,"퀸톱",0,0,0,0,-7088,384
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",4,72.73,"검의전설",6.0,4072,7865,"23 09 24  04","1300",9,"7","검의전설","안토니오",1,24.6,0.6,15.1,27.27,"6","4",12.80,5,0,"23092404","아치러너",15.10,10.80,"퀸톱",0,0,0,0,-3793,385
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",4,72.73,"아름다운사이",5.4,6907,7869,"23 09 24  05","1400",2,"2","아름다운사이","송재철",1,29.1,1.2,1.2,88.89,"6","4",-3.60,6,99,"23092405","은빛돌풍",1.20,-5.60,"은빛돌풍",0,0,0,0,-962,386
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",10,18.18,"메이드스타",13.8,4072,7876,"23 09 24  05","1400",9,"4","메이드스타","안토니오",1,31.5,3.0,16.3,11.11,"4","4",6.20,8,99,"23092405","은빛돌풍",16.30,4.20,"은빛돌풍",0,0,0,0,-3804,387
15,"25082306","",5,55.56,1,"은빛돌풍",8.7,"24031607","24   03   16   07",7,33.33,"원더풀조이",14.8,13216,7889,"23 09 24  07","1600",2,"1","원더풀조이","이혁",1,42.9,4.2,5.0,90.00,"O","4",-1.10,1,0,"23092407","원더풀조이",5.00,-3.10,"비트러너",0,0,0,0,5327,388
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",6,50.00,"로열함성",7.4,9688,7930,"23 09 24  10","1800",9,"2","로열함성","장추열",2,1.7,0.2,14.9,27.27,"6","6",20.30,1,0,"23092410","로열함성",14.90,20.30,"불의날개",0,0,0,0,1758,389
15,"25082306","",5,55.56,1,"은빛돌풍",8.7,"24031607","24   03   16   07",8,22.22,"금성세계",14.7,13216,7932,"23 09 24  10","1800",11,"3","금성세계","김아현",2,2.7,1.8,21.6,9.09,"O","6",15.60,2,0,"23092410","로열함성",21.60,15.60,"불의날개",0,0,0,0,5284,390
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",7,45.45,"대박스타",7.4,9982,7989,"23 10 07  05","1300",3,"9","대박스타","정정희",1,21.9,0.6,4.3,80.00,"5","5",10.70,1,0,"23100705","대박스타",4.30,10.70,"거센반격",0,0,0,0,1993,391
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",7,45.45,"피엔에스아이",10.8,6907,7994,"23 10 07  05","1300",8,"8","피엔에스아이","김철호",1,23.3,1.2,12.6,30.00,"6","4",2.40,6,0,"23100705","대박스타",12.60,0.40,"거센반격",0,0,0,0,-1087,392
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,8004,"23 10 07  06","1300",8,"2","클라우터","문정균",1,24.0,2.4,13.9,36.36,"6","3",4.30,2,0,"23100706","성은크라운",13.90,0.80,"성은크라운",0,0,0,0,-1097,393
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",5,60.00,"헤이마마",5.8,3296,8062,"23 10 08  02","1400",6,"7","헤이마마","김정준",1,32.0,0.6,6.4,54.55,"6","6",2.00,3,0,"23100802","그랜드실버",6.40,2.00,"그랜드실버",0,0,0,0,-4766,394
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",5,63.64,"비트레이서",6.6,4072,8065,"23 10 08  02","1400",9,"6","비트레이서","박태종",1,34.0,1.8,18.1,27.27,"6","6",15.20,4,0,"23100802","그랜드실버",18.10,15.20,"그랜드실버",0,0,0,0,-3993,395
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",5,63.64,"송암레이서",7.6,6907,8077,"23 10 08  04","1300",2,"9","송암레이서","오수철",1,23.1,6.6,5.8,90.91,"6","5",-1.20,1,0,"23100804","송암레이서",5.80,-1.20,"미스터퀄리티",0,0,0,0,-1170,396
8,"25082306","",7,40.00,5,"드림릿지",8.5,"24041411","24   04   14   11",9,20.00,"선더블루",14.1,14287,8090,"23 10 08  05","1200",4,"7","선더블루","문정균",1,16.5,5.4,10.5,70.00,"4","4",4.90,4,0,"23100805","알사이먼",10.50,2.90,"원평리스트",0,0,0,0,6197,397
16,"25082306","",8,30.00,1,"은빛돌풍",21.3,"24012109","24   01   21   09",7,40.00,"황우최강",10.8,11655,8109,"23 10 08  07","1600",2,"7","황우최강","박태종",1,42.3,0.2,0.6,90.00,"2","O",11.10,1,0,"23100807","황우최강",0.60,4.10,"논스톱선더",0,0,0,0,3546,398
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",11,9.09,"뉴질랜드삭스",17.9,9982,8116,"23 10 08  07","1600",9,"4","뉴질랜드삭스","푸르칸",1,45.3,0.6,18.7,20.00,"5","O",14.60,4,0,"23100807","황우최강",18.70,7.60,"논스톱선더",0,0,0,0,1866,399
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",8,30.00,"그래티튜드",9.0,3296,8172,"23 10 09  02","1200",11,"11","그래티튜드","김옥성",1,19.0,2.4,16.6,9.09,"6","5",9.00,2,0,"23100902","골든플라잉",16.60,9.00,"청파의꿈",0,0,0,0,-4876,400
14,"25082306","",5,63.64,9,"럭키하눌",8.8,"23090203","23   09   02   03",7,45.45,"나노마신",11.7,7092,8186,"23 10 09  04","1200",6,"10","나노마신","조인권",1,16.3,7.2,13.1,58.33,"3","5",10.20,1,0,"23100904","나노마신",13.10,10.20,"어서말을해",0,0,0,0,-1094,401
15,"25082306","",5,63.64,9,"럭키하눌",7.8,"23070802","23   07   08   02",7,45.45,"나노마신",10.3,5531,8186,"23 10 09  04","1200",6,"10","나노마신","조인권",1,16.3,7.2,13.1,58.33,"5","5",10.60,2,0,"23100904","나노마신",13.10,10.60,"어서말을해",0,0,0,0,-2655,402
15,"25082306","",5,55.56,1,"은빛돌풍",8.7,"24031607","24   03   16   07",4,66.67,"나노마신",4.9,13216,8186,"23 10 09  04","1200",6,"10","나노마신","조인권",1,16.3,7.2,13.1,58.33,"O","5",16.90,3,0,"23100904","나노마신",13.10,16.90,"어서말을해",0,0,0,0,5030,403
11,"25082306","",5,63.64,5,"드림릿지",11.9,"23111804","23   11   18   04",9,27.27,"히어로레전드",14.2,9418,8188,"23 10 09  04","1200",8,"11","히어로레전드","박태종",1,16.7,1.8,15.5,41.67,"4","5",13.20,5,0,"23100904","나노마신",15.50,13.20,"어서말을해",0,0,0,0,1230,404
14,"25082306","",5,63.64,9,"럭키하눌",8.8,"23090203","23   09   02   03",8,36.36,"히어로레전드",13.7,7092,8188,"23 10 09  04","1200",8,"11","히어로레전드","박태종",1,16.7,1.8,15.5,41.67,"3","5",10.60,7,0,"23100904","나노마신",15.50,10.60,"어서말을해",0,0,0,0,-1096,405
3,"25082306","",7,40.00,5,"드림릿지",18.0,"24092908","24   09   29   08",6,50.00,"티나케이",6.7,19012,8190,"23 10 09  04","1200",10,"1","티나케이","김효정",1,16.8,0.6,16.8,25.00,"6","5",28.10,9,0,"23100904","나노마신",16.80,28.10,"어서말을해",0,0,0,0,10822,406
15,"25082306","",5,63.64,9,"럭키하눌",7.8,"23070802","23   07   08   02",9,27.27,"캡틴삼칠이",15.7,5531,8192,"23 10 09  04","1200",12,"12","캡틴삼칠이","박을운",1,18.5,7.2,27.0,8.33,"5","5",19.10,12,0,"23100904","나노마신",27.00,19.10,"어서말을해",0,0,0,0,-2661,407
10,"25082306","",9,33.33,5,"드림릿지",8.4,"24021809","24   02   18   09",6,58.33,"콩코드퀸",6.6,12397,8210,"23 10 09  07","1200",2,"6","콩코드퀸","오수철",1,14.1,0.6,0.9,90.91,"4","4",2.70,1,0,"23100907","콩코드퀸",0.90,0.70,"두손판타스틱",0,0,0,0,4187,408
6,"25082306","",9,27.27,5,"드림릿지",17.4,"24061508","24   06   15   08",7,45.45,"선포레",15.9,16088,8214,"23 10 09  07","1200",6,"7","선포레","하정훈",1,16.4,4.8,14.9,54.55,"O","4",16.40,2,0,"23100907","콩코드퀸",14.90,14.40,"두손판타스틱",0,0,0,0,7874,409
2,"25082306","",6,50.00,5,"드림릿지",9.9,"24110308","24   11   03   08",7,40.00,"선포레",15.8,20156,8214,"23 10 09  07","1200",6,"7","선포레","하정훈",1,16.4,4.8,14.9,54.55,"6","4",9.00,5,0,"23100907","콩코드퀸",14.90,7.00,"두손판타스틱",0,0,0,0,11942,410
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",8,36.36,"신의여인",9.5,4072,8321,"23 10 14  07","1400",8,"6","신의여인","김철호",1,30.7,1.2,13.6,36.36,"6","4",7.80,5,0,"23101407","티즈인디",13.60,5.80,"티즈인디",0,0,0,0,-4249,411
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",5,63.64,"올포유어드림",7.0,8885,8332,"23 10 14  08","1400",8,"9","올포유어드림","김태희",1,29.3,0.2,8.6,36.36,"5","1",11.20,3,0,"23101408","마이티쎈",8.60,4.20,"라온더찰리",0,0,0,0,553,412
2,"25082306","",6,50.00,5,"드림릿지",9.9,"24110308","24   11   03   08",9,20.00,"파워풀화성",17.8,20156,8338,"23 10 14  09","1300",3,"3","파워풀화성","유승완",1,22.2,6.0,7.8,81.82,"6","1",-0.10,3,99,"23101409","아메리카골드",7.80,-7.10,"아메리카골드",0,0,0,0,11818,413
6,"25082306","",9,27.27,5,"드림릿지",17.4,"24061508","24   06   15   08",8,36.36,"돌격앞으로",16.5,16088,8339,"23 10 14  09","1300",4,"4","돌격앞으로","김효정",1,22.2,0.2,7.2,72.73,"O","1",8.10,5,99,"23101409","아메리카골드",7.20,1.10,"아메리카골드",0,0,0,0,7749,414
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",8,36.36,"돌격앞으로",11.2,9982,8339,"23 10 14  09","1300",4,"4","돌격앞으로","김효정",1,22.2,0.2,7.2,72.73,"5","1",9.80,6,99,"23101409","아메리카골드",7.20,2.80,"아메리카골드",0,0,0,0,1643,415
15,"25082306","",5,63.64,9,"럭키하눌",7.8,"23070802","23   07   08   02",8,36.36,"굿해피",13.0,5531,8344,"23 10 14  09","1300",9,"1","굿해피","김동수",1,22.9,0.6,12.2,27.27,"5","6",7.00,12,99,"23101409","아메리카골드",12.20,7.00,"아메리카골드",0,0,0,0,-2813,416
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",10,18.18,"메이드스타",13.8,4072,8395,"23 10 15  04","1300",6,"9","메이드스타","전진구",1,23.6,1.8,9.2,54.55,"4","5",-0.90,4,0,"23101504","멋진강호",9.20,-0.90,"드림플레이",0,0,0,0,-4323,417
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",5,55.56,"승리의영혼",6.2,2076,8407,"23 10 15  05","1200",7,"9","승리의영혼","조재로",1,16.5,0.2,6.3,45.45,"5","5",2.30,1,0,"23101505","승리의영혼",6.30,2.30,"세광파이터",0,0,0,0,-6331,418
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",7,40.00,"승리의영혼",7.8,3296,8407,"23 10 15  05","1200",7,"9","승리의영혼","조재로",1,16.5,0.2,6.3,45.45,"6","5",-0.10,2,0,"23101505","승리의영혼",6.30,-0.10,"세광파이터",0,0,0,0,-5111,419
16,"25082306","",8,30.00,1,"은빛돌풍",21.3,"24012109","24   01   21   09",6,50.00,"왈가닥",12.2,11655,8425,"23 10 15  07","1700",4,"2","왈가닥","이동하",1,53.7,1.8,10.0,72.73,"2","5",19.10,2,0,"23101507","호크프린스",10.00,19.10,"늘가을",0,0,0,0,3230,420
15,"25082306","",5,55.56,1,"은빛돌풍",8.7,"24031607","24   03   16   07",7,33.33,"원더풀조이",14.8,13216,8426,"23 10 15  07","1700",5,"10","원더풀조이","이혁",1,53.8,0.6,10.0,63.64,"O","5",3.90,3,0,"23101507","호크프린스",10.00,3.90,"늘가을",0,0,0,0,4790,421
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",7,40.00,"그린실드",11.7,9688,8430,"23 10 15  07","1700",9,"6","그린실드","김철호",1,55.3,4.8,22.6,27.27,"6","4",23.70,4,0,"23101507","호크프린스",22.60,21.70,"늘가을",0,0,0,0,1258,422
14,"25082306","",5,63.64,9,"럭키하눌",8.8,"23090203","23   09   02   03",6,54.55,"락시",9.4,7092,8486,"23 10 21  02","1000",3,"7","락시","김태희",1,1.0,1.2,3.1,77.78,"3","5",2.50,2,0,"23102102","관악산타이거",3.10,2.50,"관악산타이거",0,0,0,0,-1394,423
11,"25082306","",5,63.64,5,"드림릿지",11.9,"23111804","23   11   18   04",7,45.45,"논스톱드림",11.4,9418,8487,"23 10 21  02","1000",4,"3","논스톱드림","조재로",1,1.3,1.8,4.9,66.67,"4","5",5.40,5,0,"23102102","관악산타이거",4.90,5.40,"관악산타이거",0,0,0,0,931,424
3,"25082306","",7,40.00,5,"드림릿지",18.0,"24092908","24   09   29   08",5,60.00,"달콩",6.6,19012,8490,"23 10 21  02","1000",7,"4","달콩","안토니오",1,2.4,4.2,11.7,33.33,"6","5",23.10,6,0,"23102102","관악산타이거",11.70,23.10,"관악산타이거",0,0,0,0,10522,425
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",4,72.73,"검의전설",6.0,4072,8512,"23 10 21  04","1200",8,"1","검의전설","빅투아르",1,17.5,1.2,10.2,36.36,"6","4",7.90,4,0,"23102104","파워에치드",10.20,5.90,"바로챔피언",0,0,0,0,-4440,426
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",5,63.64,"럭셔리킹",4.8,5163,8532,"23 10 21  06","1400",6,"10","럭셔리킹","정정희",1,29.6,1.2,10.5,54.55,"O","O",8.50,2,0,"23102106","쌍옥루",10.50,1.50,"바람의검",0,0,0,0,-3369,427
8,"25082306","",7,40.00,5,"드림릿지",8.5,"24041411","24   04   14   11",6,50.00,"경부도령",6.5,14287,8566,"23 10 21  09","1300",9,"4","경부도령","문정균",1,22.7,0.2,14.2,20.00,"5","2",16.20,3,0,"23102109","천마챗",14.20,11.20,"은파챔피언",0,0,0,0,5721,428
2,"25082306","",6,50.00,5,"드림릿지",9.9,"24110308","24   11   03   08",8,30.00,"오키드밸리",16.0,20156,8575,"23 10 21  10","1300",8,"8","오키드밸리","이동진",1,23.1,1.8,11.6,30.00,"6","6",5.50,4,0,"23102110","텐배거",11.60,5.50,"클레어베스트",0,0,0,0,11581,429
7,"25082306","",1,100.0,5,"드림릿지",0.0,"24051109","24   05   11   09",2,88.89,"엔딩파이어",0.5,15035,8580,"23 10 21  11","1200",3,"3","엔딩파이어","안토니오",1,14.4,1.2,3.9,81.82,"4","6",3.40,1,0,"23102111","엔딩파이어",3.90,3.40,"특급대로",0,0,0,0,6455,430
8,"25082306","",7,40.00,5,"드림릿지",8.5,"24041411","24   04   14   11",5,60.00,"원평킬라",5.5,14287,8582,"23 10 21  11","1200",5,"11","원평킬라","빅투아르",1,14.9,2.4,5.8,63.64,"5","6",8.80,2,0,"23102111","엔딩파이어",5.80,8.80,"특급대로",0,0,0,0,5705,431
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",5,60.00,"빅토리히트",3.8,9688,8584,"23 10 21  11","1200",7,"10","빅토리히트","이동하",1,16.0,6.6,13.4,45.45,"6","6",22.40,3,0,"23102111","엔딩파이어",13.40,22.40,"특급대로",0,0,0,0,1104,432
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",10,10.00,"대세만세",17.3,9688,8587,"23 10 21  11","1200",10,"1","대세만세","이동진",1,16.9,4.2,19.8,18.18,"6","6",15.30,4,0,"23102111","엔딩파이어",19.80,15.30,"특급대로",0,0,0,0,1101,433
15,"25082306","",5,63.64,9,"럭키하눌",7.8,"23070802","23   07   08   02",10,18.18,"슈퍼군황",16.8,5531,8588,"23 10 21  11","1200",11,"7","슈퍼군황","이용호",1,17.0,0.6,20.4,9.09,"5","6",11.40,5,0,"23102111","엔딩파이어",20.40,11.40,"특급대로",0,0,0,0,-3057,434
10,"25082306","",9,33.33,5,"드림릿지",8.4,"24021809","24   02   18   09",10,25.00,"럭키붐",13.8,12397,8592,"23 10 22  01","1000",4,"8","럭키붐","장추열",1,2.6,4.2,7.5,70.00,"3","6",2.10,1,0,"23102201","럭키붐",7.50,2.10,"우와륭",0,0,0,0,3805,435
10,"25082306","",9,33.33,5,"드림릿지",8.4,"24021809","24   02   18   09",12,8.33,"올룩",26.0,12397,8598,"23 10 22  01","1000",10,"5","올룩","조상범",1,5.0,2.4,21.1,10.00,"3","5",3.50,3,0,"23102201","럭키붐",21.10,3.50,"우와륭",0,0,0,0,3799,436
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",6,44.44,"젤로스",4.7,7868,8631,"23 10 22  04","1200",10,"2","젤로스","조재로",1,16.8,1.2,15.2,18.18,"4","4",10.50,3,0,"23102204","베스트클론",15.20,8.50,"마이센터",0,0,0,0,-763,437
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",7,45.45,"빛의카",9.0,5163,8633,"23 10 22  05","1200",1,"8","빛의카","박을운",1,14.3,0.0,0.0,100.0,"O","4",-6.20,2,0,"23102205","빛의카",0.00,-8.20,"빛의카",0,0,0,0,-3470,438
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",9,27.27,"스타러시",9.8,5163,8646,"23 10 22  06","1300",3,"6","스타러시","임다빈",1,23.3,4.2,4.2,80.00,"O","6",-2.80,1,0,"23102206","스타러시",4.20,-2.80,"송암드래건",0,0,0,0,-3483,439
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",6,54.55,"마에스트로",5.6,5163,8651,"23 10 22  06","1300",8,"3","마에스트로","오수철",1,24.4,2.4,12.4,30.00,"O","6",9.60,3,0,"23102206","스타러시",12.40,9.60,"송암드래건",0,0,0,0,-3488,440
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",6,54.55,"제로백포",8.5,4072,8756,"23 10 28  05","1200",9,"9","제로백포","정정희",1,18.3,0.2,8.8,27.27,"6","5",4.00,2,0,"23102805","골든플라잉",8.80,4.00,"찰나질주",0,0,0,0,-4684,441
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",5,63.64,"리치게이트",14.6,775,8764,"23 10 28  06","1700",6,"11","리치게이트","조재로",1,55.2,0.2,14.2,54.55,"6","5",14.00,1,0,"23102806","리치게이트",14.20,14.00,"시크릿왕자",0,0,0,0,-7989,442
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",4,72.73,"아름다운사이",5.4,6907,8771,"23 10 28  07","1400",2,"6","아름다운사이","송재철",1,30.0,4.2,3.7,90.91,"6","5",-1.10,2,0,"23102807","아름다운사이",3.70,-1.10,"킹고태양",0,0,0,0,-1864,443
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",2,88.89,"아름다운사이",1.2,7868,8771,"23 10 28  07","1400",2,"6","아름다운사이","송재철",1,30.0,4.2,3.7,90.91,"4","5",2.50,4,0,"23102807","아름다운사이",3.70,2.50,"킹고태양",0,0,0,0,-903,444
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,8772,"23 10 28  07","1400",3,"3","클라우터","조재로",1,30.2,1.2,4.6,81.82,"6","5",-5.00,6,0,"23102807","아름다운사이",4.60,-5.00,"킹고태양",0,0,0,0,-1865,445
