refer1,rano_fr,racemm_a,ra_fr,uppro_fr,hno_fr,hname_fr,refer_fr,rano_1st,rano1,ra_1st,uppro_1st,hname_1st,refer_1st,recno_1st,recno_2nd,rano2,racemm_b,ra,hno,hname,jockey,mi,sec,masin,refer,uppro,clas_1st,class,refer_gap,nent,ref,rano_2nd,ha_2nd,refer_2nd,power,ha_22nd,rp,rpp,rp1,ck,rec_gap,recco
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",7,33.33,"지르콘",10.3,7868,20,"23 01 07  02","1200",8,"12","지르콘","이동진",1,19.5,4.8,15.2,41.67,"4","6",4.90,3,0,"23010702","왈가닥",15.20,4.90,"왈가닥",0,0,0,0,7848,1
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",10,18.18,"정문최강",14.4,5163,60,"23 01 07  06","1400",2,"7","정문최강","김옥성",1,29.6,4.2,5.3,90.91,"3","4",-6.30,1,0,"23010706","정문최강",5.30,-8.30,"논스톱위닝",0,0,0,0,5103,2
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",6,54.55,"마에스트로",5.6,5163,65,"23 01 07  06","1400",7,"11","마에스트로","이용호",1,30.7,0.6,11.8,45.45,"O","4",9.00,3,0,"23010706","정문최강",11.80,7.00,"논스톱위닝",0,0,0,0,5098,3
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",6,44.44,"젤로스",4.7,7868,77,"23 01 07  07","1300",8,"8","젤로스","조상범",1,23.6,0.2,13.2,41.67,"4","2",8.50,2,0,"23010707","스마트별",13.20,3.50,"슈어윈",0,0,0,0,7791,4
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",7,45.45,"콜리타스",9.7,4072,146,"23 01 08  01","1200",6,"5","콜리타스","문성혁",1,18.4,0.6,10.0,58.33,"6","4",4.00,1,0,"23010801","콜리타스",10.00,2.00,"글로벌진격",0,0,0,0,3926,5
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",6,44.44,"레드태풍",8.0,2076,159,"23 01 08  02","1300",7,"8","레드태풍","박현우",1,25.7,0.6,13.6,40.00,"5","5",7.80,2,0,"23010802","아르고공주",13.60,7.80,"아르고공주",0,0,0,0,1917,6
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",4,70.00,"블루카이저",5.6,3296,169,"23 01 08  03","1300",7,"9","블루카이저","김옥성",1,25.5,4.2,11.6,40.00,"6","4",7.40,1,0,"23010803","블루카이저",11.60,5.40,"위대한한마",0,0,0,0,3127,7
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,217,"23 01 08  07","1700",9,"3","클라우터","문정균",1,57.2,3.0,15.5,33.33,"6","6",5.90,2,0,"23010807","빛나는질주",15.50,5.90,"불화산",0,0,0,0,6690,8
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",4,66.67,"무장",5.8,2076,274,"23 01 14  01","1200",7,"8","무장","조상범",1,16.6,4.8,12.0,50.00,"5","4",8.40,2,0,"23011401","오키드밸리",12.00,6.40,"오키드밸리",0,0,0,0,1802,9
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",3,81.82,"성은크라운",4.2,6907,287,"23 01 14  02","1300",8,"10","성은크라운","함완식",1,22.9,0.6,12.9,41.67,"6","3",9.30,2,0,"23011402","그랜드실버",12.90,5.80,"나올고니",0,0,0,0,6620,10
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",2,88.89,"아름다운사이",1.2,7868,310,"23 01 14  04","1200",7,"6","아름다운사이","신형철",1,15.7,0.2,12.2,45.45,"4","6",11.00,2,0,"23011404","아름다운사이",12.20,11.00,"스트렝스",0,0,0,0,7558,11
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",4,72.73,"아름다운사이",5.4,6907,310,"23 01 14  04","1200",7,"6","아름다운사이","신형철",1,15.7,0.2,12.2,45.45,"6","6",7.40,5,0,"23011404","아름다운사이",12.20,7.40,"스트렝스",0,0,0,0,6597,12
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",8,36.36,"뉴스마트",9.1,5163,345,"23 01 14  07","1400",7,"1","뉴스마트","조상범",1,27.9,0.2,17.8,45.45,"O","5",11.50,1,0,"23011407","뉴스마트",17.80,11.50,"원더풀위크",0,0,0,0,4818,13
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",10,18.18,"글로벌선",14.6,8342,379,"23 01 14  10","1200",10,"12","글로벌선","김동수",1,14.4,1.8,11.6,25.00,"6","4",5.70,1,0,"23011410","글로벌선",11.60,3.70,"자이언트킬링",0,0,0,0,7963,14
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",4,72.73,"티즈인디",4.6,5163,405,"23 01 15  01","1300",1,"1","티즈인디","조상범",1,20.2,0.0,0.0,100.0,"O","3",-1.80,1,0,"23011501","티즈인디",0.00,-5.30,"티즈인디",0,0,0,0,4758,15
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",6,54.55,"제로백포",8.5,4072,429,"23 01 15  03","1200",2,"10","제로백포","정정희",1,15.6,0.6,0.0,91.67,"6","6",-4.80,1,0,"23011503","제로백포",0.00,-4.80,"탄산",0,0,0,0,3643,16
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",11,9.09,"캠프세이버",13.2,8342,477,"23 01 15  07","1300",5,"11","캠프세이버","오수철",1,21.1,1.8,10.6,66.67,"6","5",6.10,2,0,"23011507","어나더레벨",10.60,6.10,"이다나은",0,0,0,0,7865,17
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",7,45.45,"빛의카",9.0,5163,483,"23 01 15  07","1300",11,"12","빛의카","김효정",1,22.2,1.2,18.2,16.67,"O","5",12.00,4,0,"23011507","어나더레벨",18.20,12.00,"이다나은",0,0,0,0,4680,18
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",4,66.67,"아치메모리",3.5,7868,534,"23 01 28  03","1300",3,"10","아치메모리","최범현",1,23.2,0.6,1.7,83.33,"4","6",-1.80,2,0,"23012803","미스윈스타",1.70,-1.80,"록임팩트",0,0,0,0,7334,19
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",5,55.56,"도리포",4.8,7868,537,"23 01 28  03","1300",6,"2","도리포","김용근",1,24.7,4.2,11.7,58.33,"4","6",6.90,5,0,"23012803","미스윈스타",11.70,6.90,"록임팩트",0,0,0,0,7331,20
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",4,72.73,"검의전설",6.0,4072,665,"23 01 29  02","1200",7,"4","검의전설","장추열",1,18.9,0.6,12.5,50.00,"6","4",10.20,1,0,"23012902","검의전설",12.50,8.20,"금전사",0,0,0,0,3407,21
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",3,81.82,"메니포켓",4.8,4072,672,"23 01 29  03","1200",2,"4","메니포켓","김태희",1,17.4,7.2,6.4,88.89,"6","4",5.30,1,0,"23012903","메니포켓",6.40,3.30,"비트러너",0,0,0,0,3400,22
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",7,33.33,"지르콘",10.3,7868,791,"23 02 04  02","1200",9,"3","지르콘","이동진",1,19.1,6.6,22.2,20.00,"4","6",11.90,1,0,"23020402","지르콘",22.20,11.90,"폴인러브",0,0,0,0,7077,23
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",6,54.55,"아르고공주",9.6,8342,829,"23 02 04  06","1400",3,"1","아르고공주","안토니오",1,30.0,0.6,6.8,81.82,"1","5",5.90,1,0,"23020406","아르고공주",6.80,5.90,"타우루스퀸",0,0,0,0,7513,24
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",10,18.18,"정문최강",14.4,5163,862,"23 02 04  09","1700",2,"6","정문최강","함완식",1,53.5,3.0,4.8,91.67,"3","4",-6.80,1,0,"23020409","정문최강",4.80,-8.80,"모닝프린스",0,0,0,0,4301,25
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,871,"23 02 04  09","1700",11,"9","클라우터","문정균",1,55.5,0.6,16.1,16.67,"6","3",6.50,3,0,"23020409","정문최강",16.10,3.00,"모닝프린스",0,0,0,0,6036,26
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",6,44.44,"레드태풍",8.0,2076,913,"23 02 05  01","1300",5,"2","레드태풍","송재철",1,24.3,1.8,11.2,60.00,"5","5",5.40,1,0,"23020501","레드태풍",11.20,5.40,"메타블레이드",0,0,0,0,1163,27
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",9,27.27,"스위트플레이",11.5,4072,921,"23 02 05  02","1200",3,"9","스위트플레이","조한별",1,18.7,7.2,15.8,80.00,"6","5",8.00,1,0,"23020502","스위트플레이",15.80,8.00,"아르고스마일",0,0,0,0,3151,28
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",8,22.22,"스위트플레이",7.3,2076,921,"23 02 05  02","1200",3,"9","스위트플레이","조한별",1,18.7,7.2,15.8,80.00,"5","5",10.70,2,0,"23020502","스위트플레이",15.80,10.70,"아르고스마일",0,0,0,0,1155,29
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",6,54.55,"마에스트로",5.6,5163,956,"23 02 05  05","1300",5,"4","마에스트로","이용호",1,23.9,1.2,4.1,66.67,"O","4",1.30,2,0,"23020505","월드킹맨",4.10,-0.70,"베스트선",0,0,0,0,4207,30
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",8,36.36,"뉴스마트",9.1,5163,973,"23 02 05  06","1200",10,"3","뉴스마트","조상범",1,17.7,1.8,13.6,18.18,"O","2",7.30,3,0,"23020506","우주의봄",13.60,2.30,"희망가득",0,0,0,0,4190,31
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",6,54.55,"한강질주",8.4,8885,974,"23 02 05  06","1200",11,"11","한강질주","박태종",1,17.8,0.6,12.6,9.09,"5","2",13.80,4,0,"23020506","우주의봄",12.60,8.80,"희망가득",0,0,0,0,7911,32
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",9,27.27,"다이아키",12.8,8885,977,"23 02 05  07","1200",3,"9","다이아키","김효정",1,15.7,0.2,1.7,83.33,"5","6",-1.50,1,0,"23020507","다이아키",1.70,-1.50,"구억마알",0,0,0,0,7908,33
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",4,66.67,"무장",5.8,2076,1048,"23 02 11  02","1200",4,"2","무장","조상범",1,17.8,0.2,14.3,72.73,"5","4",10.70,1,0,"23021102","무장",14.30,8.70,"라온엠파이어",0,0,0,0,1028,34
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",7,45.45,"빛의카",9.0,5163,1081,"23 02 11  05","1300",5,"2","빛의카","이동하",1,22.8,1.2,6.4,60.00,"O","1",0.20,2,0,"23021105","원평타운",6.40,-6.80,"라온아메리칸",0,0,0,0,4082,35
24,"25082306","",3,77.78,1,"은빛돌풍",2.2,"23031201","23   03   12   01",5,55.56,"승리의영혼",6.2,2076,1172,"23 02 12  01","1300",7,"2","승리의영혼","조재로",1,25.3,0.6,9.8,33.33,"5","2",5.80,3,0,"23021201","아치러너",9.80,0.80,"꿈의순간",0,0,0,0,904,36
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",7,40.00,"승리의영혼",7.8,3296,1172,"23 02 12  01","1300",7,"2","승리의영혼","조재로",1,25.3,0.6,9.8,33.33,"6","2",3.40,4,0,"23021201","아치러너",9.80,-1.60,"꿈의순간",0,0,0,0,2124,37
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",4,72.73,"아름다운사이",5.4,6907,1174,"23 02 12  01","1300",9,"8","아름다운사이","먼로",1,26.5,7.2,17.2,11.11,"6","2",12.40,8,0,"23021201","아치러너",17.20,7.40,"꿈의순간",0,0,0,0,5733,38
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",3,81.82,"성은크라운",4.2,6907,1177,"23 02 12  02","1200",3,"9","성은크라운","장추열",1,17.2,2.4,6.2,83.33,"6","2",2.60,1,0,"23021202","성은크라운",6.20,-2.40,"마에스트라",0,0,0,0,5730,39
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",11,9.09,"캠프세이버",13.2,8342,1222,"23 02 12  06","1300",2,"5","캠프세이버","조재로",1,22.9,2.4,2.4,91.67,"6","5",-2.10,1,0,"23021206","캠프세이버",2.40,-2.10,"원평퀸",0,0,0,0,7120,40
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",8,36.36,"불의꽃",9.3,8885,1224,"23 02 12  06","1300",4,"10","불의꽃","조인권",1,23.4,3.0,4.8,75.00,"5","5",5.10,2,0,"23021206","캠프세이버",4.80,5.10,"원평퀸",0,0,0,0,7661,41
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",6,54.55,"제로백포",8.5,4072,1294,"23 02 18  01","1200",5,"3","제로백포","정정희",1,17.1,0.6,6.6,66.67,"6","6",1.80,1,0,"23021801","제로백포",6.60,1.80,"리걸하이",0,0,0,0,2778,42
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",3,80.00,"티아모",2.0,3296,1304,"23 02 18  02","1200",3,"2","티아모","조한별",1,16.8,3.0,12.0,83.33,"6","6",11.40,1,0,"23021802","티아모",12.00,11.40,"나올행복",0,0,0,0,1992,43
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,1315,"23 02 18  03","1200",2,"9","클라우터","문정균",1,15.1,1.2,1.2,88.89,"6","6",-8.40,1,0,"23021803","클라우터",1.20,-8.40,"랠리퀸",0,0,0,0,5592,44
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",5,63.64,"올포유어드림",7.0,8885,1321,"23 02 18  03","1200",8,"4","올포유어드림","하정훈",1,16.4,0.6,8.6,22.22,"5","5",11.20,2,0,"23021803","클라우터",8.60,11.20,"랠리퀸",0,0,0,0,7564,45
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",8,36.36,"강한퀸",11.6,8342,1322,"23 02 18  03","1200",9,"6","강한퀸","이용호",1,18.6,13.2,22.6,11.11,"6","5",19.70,3,0,"23021803","클라우터",22.60,19.70,"랠리퀸",0,0,0,0,7020,46
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",4,72.73,"티즈인디",4.6,5163,1462,"23 02 19  05","1300",6,"11","티즈인디","조상범",1,23.1,0.2,4.7,54.55,"O","O",2.90,1,0,"23021905","티즈인디",4.70,-4.10,"은혜드림",0,0,0,0,3701,47
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",9,27.27,"스타러시",9.8,5163,1470,"23 02 19  06","1200",3,"1","스타러시","먼로",1,16.1,1.2,2.4,77.78,"O","4",-4.60,1,0,"23021906","스타러시",2.40,-6.60,"검은질주",0,0,0,0,3693,48
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",10,18.18,"글로벌선",14.6,8342,1504,"23 02 19  09","1400",6,"2","글로벌선","조인권",1,28.9,0.6,6.8,58.33,"6","6",0.90,1,0,"23021909","글로벌선",6.80,0.90,"라누트",0,0,0,0,6838,49
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",5,63.64,"쏘아라투투",8.4,8342,1550,"23 02 25  02","1200",8,"7","쏘아라투투","문정균",1,18.6,3.6,12.3,30.00,"1","5",12.60,4,0,"23022502","글로리앤아너",12.30,12.60,"단디",0,0,0,0,6792,50
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",4,72.73,"검의전설",6.0,4072,1655,"23 02 26  01","1200",7,"5","검의전설","장추열",1,17.3,0.2,7.2,50.00,"6","4",4.90,2,0,"23022601","럭키바운스",7.20,2.90,"럭키바운스",0,0,0,0,2417,51
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",7,45.45,"콜리타스",9.7,4072,1657,"23 02 26  01","1200",9,"7","콜리타스","김태희",1,17.7,0.2,9.3,33.33,"6","4",3.30,3,0,"23022601","럭키바운스",9.30,1.30,"럭키바운스",0,0,0,0,2415,52
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",8,30.00,"그래티튜드",9.0,3296,1658,"23 02 26  01","1200",10,"3","그래티튜드","김옥성",1,17.8,0.6,10.4,25.00,"6","4",2.80,4,0,"23022601","럭키바운스",10.40,0.80,"럭키바운스",0,0,0,0,1638,53
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",7,40.00,"그린실드",11.7,9688,1691,"23 02 26  04","1300",9,"8","그린실드","조상범",1,23.4,0.2,9.8,33.33,"6","3",10.90,1,0,"23022604","그린실드",9.80,7.40,"런던스카이",0,0,0,0,7997,54
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",5,63.64,"럭셔리킹",4.8,5163,1704,"23 02 26  05","1400",10,"8","럭셔리킹","김효정",1,29.5,0.2,8.5,25.00,"O","1",6.50,2,0,"23022605","우청륭",8.50,-0.50,"우청륭",0,0,0,0,3459,55
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",4,66.67,"아치메모리",3.5,7868,1735,"23 02 26  09","1200",4,"8","아치메모리","조인권",1,15.7,3.0,4.2,75.00,"4","6",0.70,2,0,"23022609","아치메모리",4.20,0.70,"피닉스서브",0,0,0,0,6133,56
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",10,10.00,"대세만세",17.3,9688,1751,"23 02 26  10","1200",8,"6","대세만세","조한별",1,16.1,1.8,9.1,41.67,"6","5",4.60,4,0,"23022610","나올영웅",9.10,4.60,"바잉블레이드",0,0,0,0,7937,57
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",11,9.09,"온더록스",24.8,775,1778,"23 03 04  01","1200",11,"6","온더록스","정정희",1,19.6,6.6,27.8,16.67,"6","4",17.40,5,0,"23030401","테마탄생",27.80,15.40,"킹다이아",0,0,0,0,-1003,58
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",6,50.00,"터프여제",7.6,3296,1789,"23 03 04  02","1400",10,"3","터프여제","장추열",1,32.1,1.2,14.8,10.00,"6","3",8.60,2,0,"23030402","블랙건",14.80,5.10,"블랙건",0,0,0,0,1507,59
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",6,54.55,"아르고공주",9.6,8342,1799,"23 03 04  04","1300",2,"1","아르고공주","안토니오",1,23.5,1.2,2.0,87.50,"1","3",1.10,1,0,"23030404","아르고공주",2.00,-2.40,"올가림",0,0,0,0,6543,60
21,"25082306","",3,81.82,1,"은빛돌풍",2.8,"23062405","23   06   24   05",8,36.36,"뉴스마트",9.1,5163,1804,"23 03 04  04","1300",7,"6","뉴스마트","조상범",1,25.1,3.0,11.5,25.00,"O","3",5.20,4,0,"23030404","아르고공주",11.50,1.70,"올가림",0,0,0,0,3359,61
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",7,45.45,"선더프린스",17.7,775,1866,"23 03 05  01","1300",5,"9","선더프린스","빅투아르",1,24.1,2.4,12.7,66.67,"6","5",9.40,1,0,"23030501","선더프린스",12.70,9.40,"헌터블레이드",0,0,0,0,-1091,62
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",7,33.33,"지르콘",10.3,7868,1880,"23 03 05  02","1200",7,"9","지르콘","하정훈",1,18.2,1.8,16.1,50.00,"4","4",5.80,1,0,"23030502","지르콘",16.10,3.80,"우루스퀸",0,0,0,0,5988,63
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",10,10.00,"코스모퀸",9.4,3296,1889,"23 03 05  03","1200",4,"2","코스모퀸","문성혁",1,17.0,1.2,3.5,72.73,"6","4",-4.50,1,0,"23030503","코스모퀸",3.50,-6.50,"톱티어",0,0,0,0,1407,64
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",4,70.00,"블루카이저",5.6,3296,1892,"23 03 05  03","1200",7,"4","블루카이저","김옥성",1,17.3,1.8,6.2,45.45,"6","4",2.00,2,0,"23030503","코스모퀸",6.20,0.00,"톱티어",0,0,0,0,1404,65
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",6,54.55,"클라우터",10.2,6907,1902,"23 03 05  04","1200",6,"5","클라우터","문정균",1,16.0,0.6,3.8,44.44,"6","4",-5.80,1,0,"23030504","클라우터",3.80,-7.80,"유니콘킹덤",0,0,0,0,5005,66
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",5,63.64,"송암레이서",7.6,6907,1927,"23 03 05  07","1400",4,"1","송암레이서","이용호",1,29.5,2.4,3.8,72.73,"6","6",-3.20,1,0,"23030507","송암레이서",3.80,-3.20,"바덴바덴",0,0,0,0,4980,67
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",7,45.45,"피엔에스아이",10.8,6907,1928,"23 03 05  07","1400",5,"12","피엔에스아이","김철호",1,29.6,0.6,3.6,63.64,"6","6",-6.60,2,0,"23030507","송암레이서",3.60,-6.60,"바덴바덴",0,0,0,0,4979,68
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",9,27.27,"다이아키",12.8,8885,1937,"23 03 05  08","1400",3,"3","다이아키","김효정",1,28.7,1.2,9.8,77.78,"5","6",6.60,2,0,"23030508","경부도령",9.80,6.60,"라온포레스트",0,0,0,0,6948,69
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",2,88.89,"아름다운사이",1.2,7868,1999,"23 03 11  03","1300",4,"3","아름다운사이","김태희",1,23.9,3.6,8.0,66.67,"4","3",6.80,2,0,"23031103","아름다운사이",8.00,3.30,"한강지존",0,0,0,0,5869,70
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",4,72.73,"아름다운사이",5.4,6907,1999,"23 03 11  03","1300",4,"3","아름다운사이","김태희",1,23.9,3.6,8.0,66.67,"6","3",3.20,3,0,"23031103","아름다운사이",8.00,-0.30,"한강지존",0,0,0,0,4908,71
12,"25082306","",8,30.00,9,"럭키하눌",12.8,"23112506","23   11   25   06",6,50.00,"로열함성",7.4,9688,2045,"23 03 11  08","1800",5,"9","로열함성","먼로",1,59.9,0.6,4.2,66.67,"6","6",9.60,1,0,"23031108","로열함성",4.20,9.60,"패스트트랙",0,0,0,0,7643,72
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",5,55.56,"도리포",4.8,7868,2074,"23 03 12  01","1300",1,"5","도리포","김용근",1,24.1,0.0,0.0,100.0,"4","5",-4.80,1,99,"23031201","도리포",0.00,-4.80,"도리포",0,0,0,0,5794,73
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",7,40.00,"승리의영혼",7.8,3296,2078,"23 03 12  01","1300",5,"8","승리의영혼","조재로",1,25.1,1.2,6.2,55.56,"6","5",-0.20,4,99,"23031201","도리포",6.20,-0.20,"도리포",0,0,0,0,1218,74
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",9,20.00,"천운챗",9.1,3296,2080,"23 03 12  01","1300",7,"3","천운챗","김태훈",1,25.4,0.2,8.2,33.33,"6","5",0.50,5,99,"23031201","도리포",8.20,0.50,"도리포",0,0,0,0,1216,75
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",9,27.27,"스위트플레이",11.5,4072,2081,"23 03 12  01","1300",8,"7","스위트플레이","조한별",1,25.5,0.6,7.3,22.22,"6","5",-0.50,6,99,"23031201","도리포",7.30,-0.50,"도리포",0,0,0,0,1991,76
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",6,54.55,"비전파워",18.8,775,2088,"23 03 12  02","1200",6,"1","비전파워","조재로",1,17.5,2.4,7.4,58.33,"6","4",3.00,1,0,"23031202","비전파워",7.40,1.00,"청계기상",0,0,0,0,-1313,77
25,"25082306","",4,72.73,1,"은빛돌풍",14.4,"23020401","23   02   04   01",10,18.18,"골드참",23.6,775,2093,"23 03 12  02","1200",11,"6","골드참","오수철",1,18.5,0.6,12.8,16.67,"6","4",3.60,2,0,"23031202","비전파워",12.80,1.60,"청계기상",0,0,0,0,-1318,78
20,"25082306","",2,90.91,1,"은빛돌풍",0.6,"23082606","23   08   26   06",3,81.82,"성은크라운",4.2,6907,2095,"23 03 12  03","1200",1,"4","성은크라운","장추열",1,16.5,0.0,0.0,100.0,"6","4",-3.60,1,0,"23031203","성은크라운",0.00,-5.60,"성은크라운",0,0,0,0,4812,79
13,"25082306","",7,45.45,9,"럭키하눌",8.7,"23101409","23   10   14   09",11,9.09,"캠프세이버",13.2,8342,2121,"23 03 12  05","1300",8,"1","캠프세이버","조재로",1,23.9,2.4,9.1,36.36,"6","4",4.60,3,0,"23031205","콩코드퀸",9.10,2.60,"콩코드퀸",0,0,0,0,6221,80
19,"25082306","",1,100.0,1,"은빛돌풍",0.0,"23092405","23   09   24   05",6,44.44,"젤로스",4.7,7868,2123,"23 03 12  05","1300",10,"10","젤로스","조한별",1,24.1,0.6,10.3,18.18,"4","4",5.60,4,0,"23031205","콩코드퀸",10.30,3.60,"콩코드퀸",0,0,0,0,5745,81
17,"25082306","",10,18.18,1,"은빛돌풍",13.8,"23120211","23   12   02   11",9,27.27,"원평타운",13.6,9982,2127,"23 03 12  06","1400",3,"2","원평타운","장추열",1,28.5,4.2,4.7,81.82,"5","6",4.90,1,0,"23031206","원평타운",4.70,4.90,"에스아이코코",0,0,0,0,7855,82
22,"25082306","",2,90.91,1,"은빛돌풍",3.7,"23052003","23   05   20   03",10,18.18,"메이드스타",13.8,4072,2207,"23 03 18  02","1300",6,"8","메이드스타","이동진",1,23.8,1.2,11.8,54.55,"4","O",1.70,2,0,"23031802","해운대갈매기",11.80,-5.30,"에브리참",0,0,0,0,1865,83
18,"25082306","",7,45.45,1,"은빛돌풍",9.6,"23102906","23   10   29   06",5,63.64,"올포유어드림",7.0,8885,2238,"23 03 18  05","1600",7,"7","올포유어드림","하정훈",1,44.3,1.2,5.2,33.33,"5","4",7.80,2,0,"23031805","빛나는질주",5.20,5.80,"새벽밴드",0,0,0,0,6647,84
23,"25082306","",2,90.00,1,"은빛돌풍",1.4,"23042202","23   04   22   02",8,30.00,"그래티튜드",9.0,3296,2303,"23 03 19  01","1200",7,"4","그래티튜드","김옥성",1,16.7,2.4,15.1,50.00,"6","5",7.50,1,0,"23031901","그래티튜드",15.10,7.50,"절대가치",0,0,0,0,993,85
