"HNO_FR","REFER1","HA22_G","RECCO","HA_22ND","POWER","POWER_ADJ","RANO_FR","N_G_IN_ROUND.x","MEDIAN_G1.x","MAD_G1.x","P80_G1.x","R_Z1","R_GATE1_Z","R_GATE1_P","R_SKIP_G_LE2","R_DEL_STEP1_ROW","X_R","X_R2","N_G_IN_ROUND.y","MEDIAN_G1.y","MAD_G1.y","Z1","P80_G1.y","GATE1_Z","GATE1_P","DEL_STEP1","N_ROUND","MEDIAN_AA2","MAD_AA2","Z2","P80_AA2","GATE2_Z","GATE2_P","DEL_STEP2","SKIP_G_LE2","SKIP_N_ROUND_LT3","POOR_LOCAL","X_C","MEDIAN_C","MAD_C","Z_C","P80_C","HR_GATE_Z","HR_GATE_P","N_ROUND_HR","HR_DEL"
1,1,1,"10611","SIGHT SUPREME (J258)",2.04,0.1053,"25092104",5,3.5,3.04,5.74,-0.480263157894737,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"10643","SIGHT SUPREME (J258)",10.92,8.9853,"25092104",5,3.5,3.04,5.74,2.44078947368421,0,1,0,1,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"10750","SKY JOY (K026)",-2.67,-3.419,"25092104",5,3.5,3.04,5.74,-2.02960526315789,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"11142","SOLID WIN (J225)",4.95,3.034,"25092104",5,3.5,3.04,5.74,0.476973684210526,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"13219","MONARCH COUNTY (J421)",-2.14,-3.9833,"25092104",5,3.5,3.04,5.74,-1.85526315789474,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"13956","WITH A SMILE (K136)",5.39,3.9387,"25092104",5,3.5,3.04,5.74,0.621710526315789,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"13970","WITH A SMILE (K136)",-3.56,-5.0113,"25092104",5,3.5,3.04,5.74,-2.32236842105263,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"14036","ICONICAL (J504)",1.3,-0.2733,"25092104",5,3.5,3.04,5.74,-0.723684210526316,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"14112","MEEPMEEP (H234)",-1.8,-2.8813,"25092104",5,3.5,3.04,5.74,-1.74342105263158,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"14605","AMAZING AWARD (J236)",2.91,0.9522,"25092104",5,3.5,3.04,5.74,-0.194078947368421,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"14625","IVY LEAGUE (H116)",-5.05,-6.9514,"25092104",5,3.5,3.04,5.74,-2.8125,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"15441","CAPITAL LEGEND (G333)",3.83,2.0252,"25092104",5,3.5,3.04,5.74,0.108552631578947,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"16247","FIGHT TIME (H409)",-1.98,-3.6953,"25092104",5,3.5,3.04,5.74,-1.80263157894737,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"7804","HAROLD WIN (J280)",-3.42,-5.2426,"25092104",5,3.5,3.04,5.74,-2.27631578947368,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,1,1,"7838","PRESTIGE ALWAYS (J300)",3.04,1.3357,"25092104",5,3.5,3.04,5.74,-0.151315789473684,0,0,0,0,1.3,1.3,5,3.5,3.04,-0.72,5.74,0,0,0,23,1.19,2.65,0.04,2.65,0,0,0,0,0,0,0.94,-0.73,2.22,0.76,1.54,0,0,23,0
1,2,1,"10143","PRINCE ALEX (G307)",3.49,2.3664,"25092104",5,4.41,2.13,6.43,-0.431924882629108,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"10603","SIGHT SUPREME (J258)",1.18,-0.7547,"25092104",5,4.41,2.13,6.43,-1.51643192488263,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"10622","SIGHT SUPREME (J258)",2.09,0.1553,"25092104",5,4.41,2.13,6.43,-1.08920187793427,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"10637","SIGHT SUPREME (J258)",8.44,6.5053,"25092104",5,4.41,2.13,6.43,1.89201877934272,0,1,0,1,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"10787","JOYFUL PROSPERITY (H213)",3.94,2.582,"25092104",5,4.41,2.13,6.43,-0.220657276995305,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"11137","SOLID WIN (J225)",2.47,0.554,"25092104",5,4.41,2.13,6.43,-0.910798122065728,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"12001","SUNSTRIDER (J168)",2.92,1.0947,"25092104",5,4.41,2.13,6.43,-0.699530516431925,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"13487","CALIFORNIA STAR (J123)",-1.68,-2.8763,"25092104",5,4.41,2.13,6.43,-2.85915492957746,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"14080","SUNDAY'S SERENADE (J231)",9.66,8.0137,"25092104",5,4.41,2.13,6.43,2.46478873239437,0,1,0,1,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"14122","MEEPMEEP (H234)",2.84,1.7587,"25092104",5,4.41,2.13,6.43,-0.737089201877934,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"14613","AMAZING AWARD (J236)",9.17,7.2122,"25092104",5,4.41,2.13,6.43,2.23474178403756,0,1,0,1,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"15546","KINGLY DEMEANOR (H486)",2.97,1.1191,"25092104",5,4.41,2.13,6.43,-0.676056338028169,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"6905","VOLCANIC SPARK (H388)",-0.81,-2.9391,"25092104",5,4.41,2.13,6.43,-2.45070422535211,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"6931","FIRST LOVE (J355)",4.8,2.8619,"25092104",5,4.41,2.13,6.43,0.183098591549296,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"7336","DEVAS TWELVE (H435)",5.85,4.1997,"25092104",5,4.41,2.13,6.43,0.676056338028169,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"7484","FLOOF (H432)",0.1,-1.0582,"25092104",5,4.41,2.13,6.43,-2.02347417840376,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"7761","DEAL COMPLETED (J378)",-1.62,-2.712,"25092104",5,4.41,2.13,6.43,-2.83098591549296,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"8742","STURDY RUBY (H207)",6.17,4.3854,"25092104",5,4.41,2.13,6.43,0.826291079812207,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,2,1,"9354","LUCKY TOUCH (J203)",4.81,3.4755,"25092104",5,4.41,2.13,6.43,0.187793427230047,0,0,0,0,2.97,2.97,5,4.41,2.13,-0.67,6.43,0,0,0,23,1.19,2.65,0.67,2.65,0,1,1,0,0,1,2.8,-0.73,2.22,1.59,1.54,0,1,23,1
1,3,1,"10131","PRINCE ALEX (G307)",-2.12,-3.2436,"25092104",5,1.27,1.61,2.19,-2.1055900621118,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"10546","YEABOI (G372)",-2.23,-3.8095,"25092104",5,1.27,1.61,2.19,-2.17391304347826,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"10608","SIGHT SUPREME (J258)",-2.47,-4.4047,"25092104",5,1.27,1.61,2.19,-2.32298136645963,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"10625","SIGHT SUPREME (J258)",-3.52,-5.4547,"25092104",5,1.27,1.61,2.19,-2.97515527950311,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"10778","JOYFUL PROSPERITY (H213)",2.4,1.042,"25092104",5,1.27,1.61,2.19,0.701863354037267,0,1,0,1,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"11472","MASTEROFMYUNIVERSE (J325)",-2.22,-4.2193,"25092104",5,1.27,1.61,2.19,-2.16770186335404,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"11945","THE BOOM BOX (K076)",-4.9,-6.5836,"25092104",5,1.27,1.61,2.19,-3.83229813664596,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"11950","THE BOOM BOX (K076)",-0.65,-2.3336,"25092104",5,1.27,1.61,2.19,-1.19254658385093,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"12007","SUNSTRIDER (J168)",1.38,-0.4453,"25092104",5,1.27,1.61,2.19,0.0683229813664595,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"13871","HARMONY GALAXY (J266)",-5.68,-6.7703,"25092104",5,1.27,1.61,2.19,-4.3167701863354,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"14110","MEEPMEEP (H234)",-0.68,-1.7613,"25092104",5,1.27,1.61,2.19,-1.2111801242236,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"14900","BLAZING WUKONG (K335)",-6.93,-8.6479,"25092104",5,1.27,1.61,2.19,-5.09316770186335,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"15350","PERFECTDAY (K238)",-7.31,-8.8635,"25092104",5,1.27,1.61,2.19,-5.32919254658385,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"15541","KINGLY DEMEANOR (H486)",1.43,-0.4209,"25092104",5,1.27,1.61,2.19,0.0993788819875776,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"15689","WROTE A NEW PAGE (K226)",-4.06,-5.9432,"25092104",5,1.27,1.61,2.19,-3.31055900621118,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"15847","WONDERSTAR (J531)",-7.43,-8.7118,"25092104",5,1.27,1.61,2.19,-5.40372670807453,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"15876","PAKISTAN LEGACY (J363)",-5.79,-6.987,"25092104",5,1.27,1.61,2.19,-4.38509316770186,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"16066","CELESTIAL HERO (K363)",-5.7,-6.685,"25092104",5,1.27,1.61,2.19,-4.32919254658385,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"16067","CELESTIAL HERO (K363)",-2.94,-3.925,"25092104",5,1.27,1.61,2.19,-2.61490683229814,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"16165","BULB GENERAL (K218)",-3.53,-5.49,"25092104",5,1.27,1.61,2.19,-2.98136645962733,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"5585","ASIAN ONE (E400)",3.87,2.3171,"25092104",5,1.27,1.61,2.19,1.61490683229814,0,1,0,1,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"6465","PARTERRE (E234)",-3.52,-5.403,"25092104",5,1.27,1.61,2.19,-2.97515527950311,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"6900","VOLCANIC SPARK (H388)",-2.35,-4.4791,"25092104",5,1.27,1.61,2.19,-2.24844720496894,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"7158","NINJA DERBY (H339)",-1.57,-3.0679,"25092104",5,1.27,1.61,2.19,-1.7639751552795,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"7338","DEVAS TWELVE (H435)",5,3.3497,"25092104",5,1.27,1.61,2.19,2.3167701863354,0,1,0,1,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"7478","FLOOF (H432)",-7.53,-8.6882,"25092104",5,1.27,1.61,2.19,-5.46583850931677,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"7485","FLOOF (H432)",-1.44,-2.5982,"25092104",5,1.27,1.61,2.19,-1.6832298136646,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"8010","FOREVER FOLKS (G463)",-1.95,-3.9516,"25092104",5,1.27,1.61,2.19,-2,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"8732","STURDY RUBY (H207)",0.56,-1.2246,"25092104",5,1.27,1.61,2.19,-0.440993788819876,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"9184","SPANGLE FORTUNE (G427)",-1.17,-3.1809,"25092104",5,1.27,1.61,2.19,-1.51552795031056,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,3,1,"9360","LUCKY TOUCH (J203)",-0.8,-2.1345,"25092104",5,1.27,1.61,2.19,-1.28571428571429,0,0,0,0,-2.23,-2.23,5,1.27,1.61,-2.18,2.19,0,0,0,23,1.19,2.65,-1.29,2.65,0,0,0,0,0,0,-2.6,-0.73,2.22,-0.84,1.54,0,0,23,0
1,4,1,"10315","CAN'T GO WONG (H087)",3.42,1.9981,"25092104",5,5.66,1.67,6.44,-1.34131736526946,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"10528","MICKLEY (K082)",5.73,3.7008,"25092104",5,5.66,1.67,6.44,0.0419161676646708,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"10631","SIGHT SUPREME (J258)",-0.68,-2.6147,"25092104",5,5.66,1.67,6.44,-3.79640718562874,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"10646","SIGHT SUPREME (J258)",12.35,10.4153,"25092104",5,5.66,1.67,6.44,4.0059880239521,1,1,0,1,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"10950","THE AZURE (J227)",6.61,5.0307,"25092104",5,5.66,1.67,6.44,0.568862275449102,0,1,0,1,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"11355","FIREFOOT (J183)",6.08,5.4759,"25092104",5,5.66,1.67,6.44,0.251497005988024,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"12764","STURDY RUBY (H207)",3.96,2.1754,"25092104",5,5.66,1.67,6.44,-1.01796407185629,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"14434","HARMONY GALAXY (J266)",3.77,2.6797,"25092104",5,5.66,1.67,6.44,-1.13173652694611,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"15529","KINGLY DEMEANOR (H486)",5.34,3.4891,"25092104",5,5.66,1.67,6.44,-0.191616766467066,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"16212","VIVA GRACIOUSNESS (J079)",5.58,4.0812,"25092104",5,5.66,1.67,6.44,-0.0479041916167665,0,0,0,0,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"16533","HARMONY GALAXY (J266)",10.36,9.2697,"25092104",5,5.66,1.67,6.44,2.81437125748503,1,1,0,1,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,4,1,"9667","LOVERO (H451)",7,5.4672,"25092104",5,5.66,1.67,6.44,0.802395209580838,0,1,0,1,5.66,5.66,5,5.66,1.67,0,6.44,0,0,0,23,1.19,2.65,1.69,2.65,0,1,1,0,0,1,2.76,-0.73,2.22,1.58,1.54,0,1,23,1
1,5,1,"10135","PRINCE ALEX (G307)",-2.81,-3.9336,"25092104",5,0.28,1.82,1.91,-1.6978021978022,0,0,0,0,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
1,5,1,"10318","CAN'T GO WONG (H087)",-3.61,-5.0319,"25092104",5,0.28,1.82,1.91,-2.13736263736264,0,0,0,0,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
1,5,1,"10327","CAN'T GO WONG (H087)",-5.96,-7.3819,"25092104",5,0.28,1.82,1.91,-3.42857142857143,0,0,0,0,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
1,5,1,"10543","YEABOI (G372)",-0.68,-2.2595,"25092104",5,0.28,1.82,1.91,-0.527472527472527,0,0,0,0,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
1,5,1,"10614","SIGHT SUPREME (J258)",-4.21,-6.1447,"25092104",5,0.28,1.82,1.91,-2.46703296703297,0,0,0,0,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
1,5,1,"10642","SIGHT SUPREME (J258)",6.34,4.4053,"25092104",5,0.28,1.82,1.91,3.32967032967033,1,1,0,1,-2.28,-2.28,5,0.28,1.82,-1.41,1.91,0,0,0,23,1.19,2.65,-1.31,2.65,0,0,0,0,0,0,-2.31,-0.73,2.22,-0.71,1.54,0,0,23,0
