refer1,rano_fr,racemm_a,ra_fr,uppro_fr,hno_fr,hname_fr,refer_fr,rano_1st,rano1,ra_1st,uppro_1st,hname_1st,refer_1st,recno_1st,recno_2nd,rano2,racemm_b,ra,hno,hname,jockey,mi,sec,masin,refer,uppro,clas_1st,class,refer_gap,nent,ref,rano_2nd,ha_2nd,refer_2nd,power,ha_22nd,rp,rpp,rp1,ck,rec_gap,recco
23,"25060705","",5,55.56,7,"시크릿왕자",14.4,"23021103","23   02   11   03",9,11.11,"파워에치드",22.4,1060,8,"23 01 07  01","1300",8,"11","파워에치드","박을운",1,24.0,0.6,17.6,41.67,"3","6",9.60,4,99,"23010701","업타운위즈",17.60,9.60,"업타운위즈",0,0,0,0,1052,1
25,"25060705","",8,36.36,3,"파워에치드",9.0,"23062502","23   06   25   02",6,54.55,"나올탱크",7.1,5235,9,"23 01 07  01","1300",9,"5","나올탱크","문성혁",1,24.2,1.2,18.8,33.33,"6","6",20.70,7,99,"23010701","업타운위즈",18.80,20.70,"업타운위즈",0,0,0,0,5226,2
24,"25060705","",6,50.00,5,"아치메모리",9.8,"23070106","23   07   01   06",5,60.00,"단디",6.0,5377,14,"23 01 07  02","1200",2,"9","단디","김용근",1,16.8,1.2,0.0,91.67,"3","6",3.80,1,0,"23010702","단디",0.00,3.80,"왈가닥",0,0,0,0,5363,3
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",7,33.33,"지르콘",10.3,7871,20,"23 01 07  02","1200",8,"12","지르콘","이동진",1,19.5,4.8,15.2,41.67,"4","6",8.40,3,0,"23010702","단디",15.20,8.40,"왈가닥",0,0,0,0,7851,4
19,"25060705","",2,90.91,7,"시크릿왕자",10.0,"23052002","23   05   20   02",6,54.55,"티아모",15.0,4061,21,"23 01 07  02","1200",9,"7","티아모","신형철",1,20.0,3.0,20.5,33.33,"2","6",15.50,4,0,"23010702","단디",20.50,15.50,"왈가닥",0,0,0,0,4040,5
20,"25060705","",6,44.44,7,"시크릿왕자",5.5,"23050703","23   05   07   03",4,66.67,"새로운빛깔",4.2,3742,43,"23 01 07  04","1700",7,"1","새로운빛깔","김옥성",1,56.6,0.2,11.8,50.00,"5","5",13.10,4,0,"23010704","너를응원해",11.80,13.10,"너를응원해",0,0,0,0,3699,6
20,"25060705","",6,44.44,7,"시크릿왕자",5.5,"23050703","23   05   07   03",9,11.11,"유로강자",25.9,3742,47,"23 01 07  04","1700",11,"2","유로강자","하정훈",1,57.6,4.2,16.0,16.67,"5","5",-4.40,11,0,"23010704","너를응원해",16.00,-4.40,"너를응원해",0,0,0,0,3695,7
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",5,60.00,"스마트별",4.0,3420,73,"23 01 07  07","1300",4,"2","스마트별","김옥성",1,23.2,2.4,11.4,75.00,"6","4",9.00,1,0,"23010707","스마트별",11.40,7.00,"슈어윈",0,0,0,0,3347,8
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",7,40.00,"위즈업",8.0,3420,74,"23 01 07  07","1300",5,"11","위즈업","이용호",1,23.4,1.2,11.8,66.67,"5","4",5.40,4,0,"23010707","스마트별",11.80,3.40,"슈어윈",0,0,0,0,3346,9
27,"25060705","",2,91.67,5,"아치메모리",6.3,"23032605","23   03   26   05",3,83.33,"브이퀸",7.0,2582,76,"23 01 07  07","1300",7,"10","브이퀸","정정희",1,23.6,0.6,11.5,50.00,"6","4",10.80,5,0,"23010707","스마트별",11.50,8.80,"슈어윈",0,0,0,0,2506,10
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",6,44.44,"젤로스",4.7,7871,77,"23 01 07  07","1300",8,"8","젤로스","조상범",1,23.6,0.2,13.2,41.67,"4","2",12.00,6,0,"23010707","스마트별",13.20,7.00,"슈어윈",0,0,0,0,7794,11
22,"25060705","",4,72.73,3,"파워에치드",6.9,"23092404","23   09   24   04",5,63.64,"투아레그나인",9.0,7860,148,"23 01 08  01","1200",8,"9","투아레그나인","조상범",1,19.0,0.6,15.2,41.67,"5","4",13.10,2,0,"23010801","최강현마",15.20,11.10,"글로벌진격",0,0,0,0,7712,12
24,"25060705","",7,45.45,3,"파워에치드",18.8,"23082003","23   08   20   03",5,63.64,"투아레그나인",11.7,6773,148,"23 01 08  01","1200",8,"9","투아레그나인","조상범",1,19.0,0.6,15.2,41.67,"3","4",22.30,4,0,"23010801","최강현마",15.20,20.30,"글로벌진격",0,0,0,0,6625,13
23,"25060705","",5,55.56,7,"시크릿왕자",14.4,"23021103","23   02   11   03",8,22.22,"투아레그나인",21.8,1060,148,"23 01 08  01","1200",8,"9","투아레그나인","조상범",1,19.0,0.6,15.2,41.67,"4","4",7.80,5,0,"23010801","최강현마",15.20,5.80,"글로벌진격",0,0,0,0,912,14
27,"25060705","",9,11.11,3,"파워에치드",22.4,"23021103","23   02   11   03",8,22.22,"투아레그나인",21.8,1064,148,"23 01 08  01","1200",8,"9","투아레그나인","조상범",1,19.0,0.6,15.2,41.67,"4","4",15.80,6,0,"23010801","최강현마",15.20,13.80,"글로벌진격",0,0,0,0,916,15
23,"25060705","",5,55.56,7,"시크릿왕자",14.4,"23021103","23   02   11   03",7,33.33,"네버어게인",18.8,1060,150,"23 01 08  01","1200",10,"4","네버어게인","이동진",1,19.9,2.4,20.6,25.00,"4","4",16.20,8,0,"23010801","최강현마",20.60,14.20,"글로벌진격",0,0,0,0,910,16
27,"25060705","",9,11.11,3,"파워에치드",22.4,"23021103","23   02   11   03",7,33.33,"네버어게인",18.8,1064,150,"23 01 08  01","1200",10,"4","네버어게인","이동진",1,19.9,2.4,20.6,25.00,"4","4",24.20,9,0,"23010801","최강현마",20.60,22.20,"글로벌진격",0,0,0,0,914,17
17,"25060705","",3,75.00,7,"시크릿왕자",6.9,"23070807","23   07   08   07",6,37.50,"아르고공주",11.0,5580,153,"23 01 08  02","1300",1,"9","아르고공주","안토니오",1,23.6,0.0,0.0,100.0,"4","4",-4.10,1,0,"23010802","아르고공주",0.00,-6.10,"아르고공주",0,0,0,0,5427,18
23,"25060705","",5,63.64,5,"아치메모리",14.5,"23080607","23   08   06   07",6,54.55,"하이본미",14.7,6349,160,"23 01 08  02","1300",8,"12","하이본미","김정준",1,26.0,1.8,14.9,30.00,"6","5",14.70,3,0,"23010802","아르고공주",14.90,14.70,"아르고공주",0,0,0,0,6189,19
24,"25060705","",6,50.00,5,"아치메모리",9.8,"23070106","23   07   01   06",9,20.00,"블루카이저",13.4,5377,169,"23 01 08  03","1300",7,"9","블루카이저","김옥성",1,25.5,4.2,11.6,40.00,"2","4",8.00,4,0,"23010803","에브리참",11.60,6.00,"위대한한마",0,0,0,0,5208,20
24,"25060705","",7,45.45,3,"파워에치드",18.8,"23082003","23   08   20   03",6,54.55,"그린불패",17.6,6773,170,"23 01 08  03","1300",8,"10","그린불패","조재로",1,25.8,1.8,13.4,30.00,"3","4",14.60,5,0,"23010803","에브리참",13.40,12.60,"위대한한마",0,0,0,0,6603,21
21,"25060705","",7,40.00,7,"시크릿왕자",12.4,"23040904","23   04   09   04",6,50.00,"포에이스",12.2,2996,176,"23 01 08  04","1200",4,"5","포에이스","박을운",1,18.0,4.8,7.7,75.00,"6","3",7.90,2,0,"23010804","백두보이",7.70,4.40,"항구스타",0,0,0,0,2820,22
18,"25060705","",2,88.89,7,"시크릿왕자",2.9,"23061703","23   06   17   03",7,33.33,"클로버파티",11.0,4928,177,"23 01 08  04","1200",5,"12","클로버파티","조재로",1,18.1,0.6,9.1,66.67,"4","3",1.00,5,0,"23010804","백두보이",9.10,-2.50,"항구스타",0,0,0,0,4751,23
27,"25060705","",2,91.67,5,"아치메모리",6.3,"23032605","23   03   26   05",6,58.33,"와일드러너",11.6,2582,189,"23 01 08  05","1200",5,"6","와일드러너","오수철",1,16.1,0.2,8.5,66.67,"6","3",3.20,1,0,"23010805","와일드러너",8.50,-0.30,"라온더퀄리티",0,0,0,0,2393,24
15,"25060705","",7,33.33,7,"시크릿왕자",17.9,"23092409","23   09   24   09",6,44.44,"빅스마트",12.6,7919,194,"23 01 08  05","1200",10,"8","빅스마트","박태종",1,17.6,1.2,18.0,25.00,"6","1",23.30,4,0,"23010805","와일드러너",18.00,16.30,"라온더퀄리티",0,0,0,0,7725,25
25,"25060705","",7,45.45,5,"아치메모리",10.2,"23052004","23   05   20   04",10,18.18,"한강히어로",13.4,4088,201,"23 01 08  06","1300",5,"4","한강히어로","이혁",1,23.2,0.2,3.0,66.67,"6","1",-0.20,2,0,"23010806","모닝펄",3.00,-7.20,"라로마네",0,0,0,0,3887,26
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",6,50.00,"케이엔티즈원",5.1,3420,211,"23 01 08  07","1700",3,"9","케이엔티즈원","김철호",1,55.2,0.6,0.0,83.33,"5","6",-3.50,7,0,"23010807","불화산",0.00,-3.50,"불화산",0,0,0,0,3209,27
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",8,22.22,"콰이어트참",13.3,7871,215,"23 01 08  07","1700",7,"7","콰이어트참","박태종",1,56.3,1.8,5.3,50.00,"4","6",-4.50,11,0,"23010807","불화산",5.30,-4.50,"불화산",0,0,0,0,7656,28
19,"25060705","",2,90.91,7,"시크릿왕자",10.0,"23052002","23   05   20   02",5,63.64,"총알커널",13.2,4061,273,"23 01 14  01","1200",6,"7","총알커널","문정균",1,15.8,0.6,7.2,58.33,"2","4",4.00,4,0,"23011401","미스터퀄리티",7.20,2.00,"오키드밸리",0,0,0,0,3788,29
22,"25060705","",4,72.73,3,"파워에치드",6.9,"23092404","23   09   24   04",10,18.18,"스위치송",16.1,7860,276,"23 01 14  01","1200",9,"11","스위치송","김효정",1,17.3,3.6,15.4,33.33,"4","4",6.20,7,0,"23011401","미스터퀄리티",15.40,4.20,"오키드밸리",0,0,0,0,7584,30
22,"25060705","",4,72.73,3,"파워에치드",6.9,"23092404","23   09   24   04",6,54.55,"한강차르",12.8,7860,277,"23 01 14  01","1200",10,"1","한강차르","유승완",1,17.8,3.0,19.2,25.00,"5","4",13.30,8,0,"23011401","미스터퀄리티",19.20,11.30,"오키드밸리",0,0,0,0,7583,31
22,"25060705","",7,50.00,7,"시크릿왕자",6.6,"23032602","23   03   26   02",11,16.67,"메티스선더",22.8,2552,279,"23 01 14  01","1200",12,"10","메티스선더","송재철",1,19.1,7.2,26.5,8.33,"4","4",10.30,9,0,"23011401","미스터퀄리티",26.50,8.30,"오키드밸리",0,0,0,0,2273,32
23,"25060705","",5,55.56,7,"시크릿왕자",14.4,"23021103","23   02   11   03",6,44.44,"드림플레이",15.8,1060,283,"23 01 14  02","1300",4,"4","드림플레이","장추열",1,22.3,5.4,10.6,75.00,"4","4",9.20,4,0,"23011402","리걸하이",10.60,7.20,"나올고니",0,0,0,0,777,33
27,"25060705","",9,11.11,3,"파워에치드",22.4,"23021103","23   02   11   03",6,44.44,"드림플레이",15.8,1064,283,"23 01 14  02","1300",4,"4","드림플레이","장추열",1,22.3,5.4,10.6,75.00,"4","4",17.20,5,0,"23011402","리걸하이",10.60,15.20,"나올고니",0,0,0,0,781,34
27,"25060705","",9,11.11,3,"파워에치드",22.4,"23021103","23   02   11   03",4,66.67,"사바나찰리",11.6,1064,286,"23 01 14  02","1300",7,"12","사바나찰리","김용근",1,22.8,0.6,13.0,50.00,"4","3",23.80,8,0,"23011402","리걸하이",13.00,20.30,"나올고니",0,0,0,0,778,35
23,"25060705","",5,55.56,7,"시크릿왕자",14.4,"23021103","23   02   11   03",4,66.67,"사바나찰리",11.6,1060,286,"23 01 14  02","1300",7,"12","사바나찰리","김용근",1,22.8,0.6,13.0,50.00,"4","3",15.80,9,0,"23011402","리걸하이",13.00,12.30,"나올고니",0,0,0,0,774,36
23,"25060705","",2,87.50,3,"파워에치드",2.1,"23090206","23   09   02   06",7,25.00,"에이스퀸",15.8,7120,288,"23 01 14  02","1300",9,"6","에이스퀸","김옥성",1,23.2,1.8,16.5,33.33,"6","3",2.80,15,0,"23011402","리걸하이",16.50,-0.70,"나올고니",0,0,0,0,6832,37
19,"25060705","",2,90.91,7,"시크릿왕자",10.0,"23052002","23   05   20   02",8,36.36,"에이스퀸",19.2,4061,288,"23 01 14  02","1300",9,"6","에이스퀸","김옥성",1,23.2,1.8,16.5,33.33,"2","3",7.30,16,0,"23011402","리걸하이",16.50,3.80,"나올고니",0,0,0,0,3773,38
18,"25060705","",2,88.89,7,"시크릿왕자",2.9,"23061703","23   06   17   03",3,77.78,"샤프선샤인",7.8,4928,301,"23 01 14  03","1300",10,"2","샤프선샤인","정정희",1,23.1,3.0,18.2,25.00,"4","2",13.30,5,0,"23011403","스탠바이미",18.20,8.30,"파워풀삭스",0,0,0,0,4627,39
27,"25060705","",9,11.11,3,"파워에치드",22.4,"23021103","23   02   11   03",5,55.56,"시크릿왕자",14.4,1064,306,"23 01 14  04","1200",3,"4","시크릿왕자","정정희",1,15.3,1.2,9.6,81.82,"4","6",17.60,4,99,"23011404","스트렝스",9.60,17.60,"스트렝스",0,0,0,0,758,40
21,"25060705","",7,40.00,7,"시크릿왕자",12.4,"23040904","23   04   09   04",8,30.00,"아름다운사이",12.6,2996,310,"23 01 14  04","1200",7,"6","아름다운사이","신형철",1,15.7,0.2,12.2,45.45,"6","6",12.00,8,99,"23011404","스트렝스",12.20,12.00,"스트렝스",0,0,0,0,2686,41
18,"25060705","",2,88.89,7,"시크릿왕자",2.9,"23061703","23   06   17   03",5,55.56,"아치러너",9.0,4928,311,"23 01 14  04","1200",8,"5","아치러너","김효정",1,15.8,0.6,12.3,36.36,"4","6",6.20,10,99,"23011404","스트렝스",12.30,6.20,"스트렝스",0,0,0,0,4617,42
28,"25060705","",4,75.00,5,"아치메모리",4.2,"23022609","23   02   26   09",11,16.67,"비플라워",15.1,1735,347,"23 01 14  07","1400",9,"10","비플라워","김옥성",1,28.1,1.2,18.7,27.27,"5","5",7.80,2,0,"23011407","금아시크",18.70,7.80,"원더풀위크",0,0,0,0,1388,43
16,"25060705","",8,30.00,7,"시크릿왕자",11.9,"23080511","23   08   05   11",6,50.00,"해피나이스",6.9,6234,355,"23 01 14  08","1700",6,"6","해피나이스","문정균",1,50.7,1.2,5.4,37.50,"1","5",10.40,7,0,"23011408","데블케이",5.40,10.40,"그랜드스타",0,0,0,0,5879,44
17,"25060705","",3,75.00,7,"시크릿왕자",6.9,"23070807","23   07   08   07",5,50.00,"디자이어투윈",10.5,5580,440,"23 01 15  04","1400",1,"7","디자이어투윈","오수철",1,27.4,0.0,0.0,100.0,"4","6",-3.60,1,0,"23011504","디자이어투윈",0.00,-3.60,"디자이어투윈",0,0,0,0,5140,45
23,"25060705","",2,87.50,3,"파워에치드",2.1,"23090206","23   09   02   06",5,50.00,"트레비트",9.8,7120,447,"23 01 15  04","1400",8,"9","트레비트","조상범",1,29.2,0.6,10.0,41.67,"6","6",2.30,4,0,"23011504","디자이어투윈",10.00,2.30,"디자이어투윈",0,0,0,0,6673,46
20,"25060705","",9,27.27,1,"백룡",15.0,"23080504","23   08   05   04",11,9.09,"원평스카이",19.0,6161,451,"23 01 15  04","1400",12,"5","원평스카이","박태종",1,31.0,0.6,19.3,8.33,"5","6",15.30,6,0,"23011504","디자이어투윈",19.30,15.30,"디자이어투윈",0,0,0,0,5710,47
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",4,70.00,"럭키파워",1.8,3420,461,"23 01 15  05","1400",10,"10","럭키파워","조인권",1,27.8,1.8,8.6,18.18,"6","6",8.40,4,0,"23011505","걸작선",8.60,8.40,"영영삭스",0,0,0,0,2959,48
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",9,20.00,"정문파파고",10.3,3420,490,"23 01 15  08","1200",6,"5","정문파파고","조재로",1,14.2,1.8,5.1,58.33,"5","4",-3.60,3,0,"23011508","기쁨환호",5.10,-5.60,"기쁨환호",0,0,0,0,2930,49
22,"25060705","",7,50.00,7,"시크릿왕자",6.6,"23032602","23   03   26   02",8,41.67,"히어로퀸",9.6,2552,528,"23 01 28  02","1300",8,"10","히어로퀸","박을운",1,24.2,3.0,13.2,36.36,"4","6",10.20,1,0,"23012802","히어로퀸",13.20,10.20,"짜릿한자유",0,0,0,0,2024,50
26,"25060705","",7,33.33,3,"파워에치드",15.5,"23052102","23   05   21   02",8,22.22,"천운챗",17.7,4171,530,"23 01 28  02","1300",10,"7","천운챗","김태훈",1,26.2,0.6,25.2,18.18,"1","6",23.00,3,0,"23012802","히어로퀸",25.20,23.00,"짜릿한자유",0,0,0,0,3641,51
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",5,55.56,"도리포",4.8,7871,537,"23 01 28  03","1300",6,"2","도리포","김용근",1,24.7,4.2,11.7,58.33,"4","6",10.40,7,99,"23012803","록임팩트",11.70,10.40,"록임팩트",0,0,0,0,7334,52
20,"25060705","",6,44.44,7,"시크릿왕자",5.5,"23050703","23   05   07   03",4,66.67,"새로운빛깔",4.2,3742,547,"23 01 28  04","1700",4,"10","새로운빛깔","김옥성",1,55.1,1.2,9.5,72.73,"5","6",10.80,3,0,"23012804","유레카",9.50,10.80,"울트라갤럭시",0,0,0,0,3195,53
16,"25060705","",8,30.00,7,"시크릿왕자",11.9,"23080511","23   08   05   11",9,20.00,"스타프린세스",20.3,6234,549,"23 01 28  04","1700",6,"4","스타프린세스","빅투아르",1,55.4,1.8,13.7,54.55,"1","6",5.30,8,0,"23012804","유레카",13.70,5.30,"울트라갤럭시",0,0,0,0,5685,54
20,"25060705","",6,44.44,7,"시크릿왕자",5.5,"23050703","23   05   07   03",9,11.11,"유로강자",25.9,3742,552,"23 01 28  04","1700",9,"2","유로강자","하정훈",1,56.6,0.6,19.1,27.27,"5","6",-1.30,12,0,"23012804","유레카",19.10,-1.30,"울트라갤럭시",0,0,0,0,3190,55
17,"25060705","",3,75.00,7,"시크릿왕자",6.9,"23070807","23   07   08   07",7,25.00,"세인트루카",13.5,5580,580,"23 01 28  07","1300",4,"10","세인트루카","이동하",1,22.9,4.8,8.3,72.73,"4","5",1.70,3,0,"23012807","베스트전사",8.30,1.70,"원더풀인디",0,0,0,0,5000,56
17,"25060705","",3,75.00,7,"시크릿왕자",6.9,"23070807","23   07   08   07",4,62.50,"올가림",8.5,5580,582,"23 01 28  07","1300",6,"8","올가림","조재로",1,23.2,0.6,9.6,54.55,"4","5",8.00,5,0,"23012807","베스트전사",9.60,8.00,"원더풀인디",0,0,0,0,4998,57
23,"25060705","",5,63.64,5,"아치메모리",14.5,"23080607","23   08   06   07",7,45.45,"스프링워터",14.2,6349,589,"23 01 28  08","1200",2,"3","스프링워터","김아현",1,15.9,3.6,3.6,91.67,"6","2",3.90,1,0,"23012808","스프링워터",3.60,-1.10,"파워풀화성",0,0,0,0,5760,58
28,"25060705","",4,75.00,5,"아치메모리",4.2,"23022609","23   02   26   09",9,33.33,"런던에이스",11.3,1735,594,"23 01 28  08","1200",7,"9","런던에이스","조재로",1,17.3,1.2,11.7,50.00,"5","5",4.60,4,0,"23012808","스프링워터",11.70,4.60,"파워풀화성",0,0,0,0,1141,59
28,"25060705","",4,75.00,5,"아치메모리",4.2,"23022609","23   02   26   09",8,41.67,"런던퀸",9.4,1735,597,"23 01 28  08","1200",10,"1","런던퀸","김효정",1,18.0,2.4,16.9,25.00,"5","5",11.70,7,0,"23012808","스프링워터",16.90,11.70,"파워풀화성",0,0,0,0,1138,60
27,"25060705","",2,91.67,5,"아치메모리",6.3,"23032605","23   03   26   05",4,75.00,"런던퀸",10.4,2582,597,"23 01 28  08","1200",10,"1","런던퀸","김효정",1,18.0,2.4,16.9,25.00,"6","5",12.80,8,0,"23012808","스프링워터",16.90,12.80,"파워풀화성",0,0,0,0,1985,61
22,"25060705","",4,72.73,3,"파워에치드",6.9,"23092404","23   09   24   04",9,27.27,"검의전설",15.1,7860,665,"23 01 29  02","1200",7,"4","검의전설","장추열",1,18.9,0.6,12.5,50.00,"4","4",4.30,1,0,"23012902","검의전설",12.50,2.30,"금전사",0,0,0,0,7195,62
21,"25060705","",3,81.82,3,"파워에치드",1.3,"23102104","23   10   21   04",8,36.36,"검의전설",10.2,8507,665,"23 01 29  02","1200",7,"4","검의전설","장추열",1,18.9,0.6,12.5,50.00,"4","4",3.60,2,0,"23012902","검의전설",12.50,1.60,"금전사",0,0,0,0,7842,63
20,"25060705","",9,27.27,1,"백룡",15.0,"23080504","23   08   05   04",5,63.64,"럭키허니",6.3,6161,674,"23 01 29  03","1200",4,"7","럭키허니","유승완",1,17.8,1.8,9.6,66.67,"6","6",18.30,1,0,"23012903","럭키허니",9.60,18.30,"비트러너",0,0,0,0,5487,64
28,"25060705","",4,75.00,5,"아치메모리",4.2,"23022609","23   02   26   09",5,66.67,"두손클래식",7.0,1735,682,"23 01 29  04","1300",3,"6","두손클래식","김동수",1,22.8,0.2,0.6,81.82,"6","6",-2.20,5,0,"23012904","더페이버릿",0.60,-2.20,"그린백",0,0,0,0,1053,65
16,"25060705","",8,30.00,7,"시크릿왕자",11.9,"23080511","23   08   05   11",6,50.00,"해피나이스",6.9,6234,699,"23 01 29  05","1700",9,"7","해피나이스","문정균",1,54.6,0.2,9.9,33.33,"1","5",14.90,5,0,"23012905","킹심바",9.90,14.90,"킹심바",0,0,0,0,5535,66
18,"25060705","",2,88.89,7,"시크릿왕자",2.9,"23061703","23   06   17   03",4,66.67,"최강나이스",8.4,4928,774,"23 02 04  01","1200",3,"1","최강나이스","이동진",1,16.6,3.0,13.8,81.82,"4","6",8.30,1,0,"23020401","최강나이스",13.80,8.30,"에스아이코코",0,0,0,0,4154,67
14,"25060705","",1,100.0,7,"시크릿왕자",0.0,"23102806","23   10   28   06",6,54.55,"리치게이트",14.2,8759,776,"23 02 04  01","1200",5,"3","리치게이트","조상범",1,16.7,0.2,14.6,63.64,"5","6",0.40,3,0,"23020401","최강나이스",14.60,0.40,"에스아이코코",0,0,0,0,7983,68
20,"25060705","",9,27.27,1,"백룡",15.0,"23080504","23   08   05   04",8,36.36,"희망의찬가",12.8,6161,779,"23 02 04  01","1200",8,"2","희망의찬가","이혁",1,17.7,0.6,19.8,36.36,"6","6",22.00,9,0,"23020401","최강나이스",19.80,22.00,"에스아이코코",0,0,0,0,5382,69
22,"25060705","",4,72.73,3,"파워에치드",6.9,"23092404","23   09   24   04",7,45.45,"골드참",15.1,7860,781,"23 02 04  01","1200",10,"4","골드참","조한별",1,18.2,0.6,23.6,18.18,"4","6",15.40,13,0,"23020401","최강나이스",23.60,15.40,"에스아이코코",0,0,0,0,7079,70
22,"25060705","",7,50.00,7,"시크릿왕자",6.6,"23032602","23   03   26   02",9,33.33,"메니샤크",10.6,2552,789,"23 02 04  02","1200",7,"6","메니샤크","유승완",1,17.9,1.8,15.8,40.00,"4","6",11.80,2,0,"23020402","레이디태풍",15.80,11.80,"폴인러브",0,0,0,0,1763,71
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",7,33.33,"지르콘",10.3,7871,791,"23 02 04  02","1200",9,"3","지르콘","이동진",1,19.1,6.6,22.2,20.00,"4","6",15.40,3,0,"23020402","레이디태풍",22.20,15.40,"폴인러브",0,0,0,0,7080,72
25,"25060705","",8,36.36,3,"파워에치드",9.0,"23062502","23   06   25   02",5,63.64,"투에이스",6.6,5235,807,"23 02 04  04","1300",4,"8","투에이스","오수철",1,24.5,3.6,7.3,75.00,"6","5",9.70,2,0,"23020404","캐츠우먼",7.30,9.70,"정우포에버",0,0,0,0,4428,73
22,"25060705","",7,50.00,7,"시크릿왕자",6.6,"23032602","23   03   26   02",10,25.00,"투에이스",13.2,2552,807,"23 02 04  04","1300",4,"8","투에이스","오수철",1,24.5,3.6,7.3,75.00,"4","5",0.70,3,0,"23020404","캐츠우먼",7.30,0.70,"정우포에버",0,0,0,0,1745,74
20,"25060705","",6,44.44,7,"시크릿왕자",5.5,"23050703","23   05   07   03",7,33.33,"매직모카신",3.8,3742,815,"23 02 04  04","1300",12,"5","매직모카신","조상범",1,25.7,0.2,14.4,8.33,"5","5",16.10,7,0,"23020404","캐츠우먼",14.40,16.10,"정우포에버",0,0,0,0,2927,75
15,"25060705","",7,33.33,7,"시크릿왕자",17.9,"23092409","23   09   24   09",6,44.44,"빅스마트",12.6,7919,824,"23 02 04  05","1200",9,"2","빅스마트","박태종",1,17.5,0.6,11.6,27.27,"6","5",16.90,2,0,"23020405","큐피드보우",11.60,16.90,"슈퍼피니시",0,0,0,0,7095,76
17,"25060705","",3,75.00,7,"시크릿왕자",6.9,"23070807","23   07   08   07",6,37.50,"아르고공주",11.0,5580,829,"23 02 04  06","1400",3,"1","아르고공주","안토니오",1,30.0,0.6,6.8,81.82,"4","5",2.70,2,0,"23020406","아르고공주",6.80,2.70,"타우루스퀸",0,0,0,0,4751,77
27,"25060705","",2,91.67,5,"아치메모리",6.3,"23032605","23   03   26   05",3,83.33,"브이퀸",7.0,2582,830,"23 02 04  06","1400",4,"8","브이퀸","이동진",1,30.1,0.6,7.4,72.73,"6","4",6.70,3,0,"23020406","아르고공주",7.40,4.70,"타우루스퀸",0,0,0,0,1752,78
22,"25060705","",4,66.67,5,"아치메모리",3.5,"23092405","23   09   24   05",8,22.22,"콰이어트참",13.3,7871,834,"23 02 04  06","1400",8,"3","콰이어트참","김효정",1,31.0,1.2,12.2,36.36,"4","4",2.40,4,0,"23020406","아르고공주",12.20,0.40,"타우루스퀸",0,0,0,0,7037,79
16,"25060705","",8,30.00,7,"시크릿왕자",11.9,"23080511","23   08   05   11",10,10.00,"콰이어트참",23.9,6234,834,"23 02 04  06","1400",8,"3","콰이어트참","김효정",1,31.0,1.2,12.2,36.36,"1","4",0.20,6,0,"23020406","아르고공주",12.20,-1.80,"타우루스퀸",0,0,0,0,5400,80
16,"25060705","",8,30.00,7,"시크릿왕자",11.9,"23080511","23   08   05   11",5,60.00,"펀크레이지",2.1,6234,864,"23 02 04  09","1700",4,"3","펀크레이지","김아현",1,54.2,1.8,9.0,75.00,"1","3",18.80,2,0,"23020409","너를응원해",9.00,15.30,"모닝프린스",0,0,0,0,5370,81
14,"25060705","",1,100.0,7,"시크릿왕자",0.0,"23102806","23   10   28   06",2,90.91,"펀크레이지",2.6,8759,864,"23 02 04  09","1700",4,"3","펀크레이지","김아현",1,54.2,1.8,9.0,75.00,"5","3",6.40,3,0,"23020409","너를응원해",9.00,2.90,"모닝프린스",0,0,0,0,7895,82
26,"25060705","",3,80.00,5,"아치메모리",1.6,"23042304","23   04   23   04",6,50.00,"케이엔티즈원",5.1,3420,867,"23 02 04  09","1700",7,"1","케이엔티즈원","김철호",1,54.6,1.2,11.4,50.00,"5","3",7.90,10,0,"23020409","너를응원해",11.40,4.40,"모닝프린스",0,0,0,0,2553,83
25,"25060705","",7,45.45,5,"아치메모리",10.2,"23052004","23   05   20   04",8,36.36,"매디슨마운틴",11.2,4088,912,"23 02 05  01","1300",4,"1","매디슨마운틴","하정훈",1,24.0,2.4,9.4,70.00,"4","5",8.40,2,0,"23020501","유쾌한사랑",9.40,8.40,"메타블레이드",0,0,0,0,3176,84
21,"25060705","",7,40.00,7,"시크릿왕자",12.4,"23040904","23   04   09   04",6,50.00,"포에이스",12.2,2996,931,"23 02 05  03","1200",3,"7","포에이스","유승완",1,16.9,1.2,5.2,81.82,"6","5",5.40,1,0,"23020503","포에이스",5.20,5.40,"유니콘킹덤",0,0,0,0,2065,85
